Session Marker Log - Subject 026 - PRE Assessment
Date/Time: 2025-07-23 13:39:11
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
       139.9681 | 32
       143.0854 | 48
       146.1518 | 208
       148.8489 | 224
       149.9357 | 32
       153.5692 | 64
       156.6361 | 208
       158.0002 | 224
       159.0860 | 32
       161.9697 | 64
       165.0363 | 208
       165.8001 | 224
       166.8867 | 32
       169.7369 | 48
       172.8036 | 208
       175.4401 | 224
       176.5198 | 32
       180.5708 | 64
       183.6375 | 208
       185.4888 | 224
       186.5710 | 32
       189.8712 | 48
       192.9379 | 208
       193.7885 | 224
       194.8712 | 32
       199.0381 | 48
       202.1052 | 208
       203.4723 | 224
       204.5553 | 32
       207.2560 | 64
       210.3223 | 208
       211.8976 | 224
       212.9888 | 32
       216.8889 | 48
       219.9560 | 208
       221.3496 | 224
       222.4393 | 32
       226.1561 | 64
       229.2229 | 208
       229.8313 | 224
       230.9232 | 32
       233.7071 | 48
       236.7733 | 208
       238.4104 | 224
       239.4902 | 32
       243.0407 | 64
       246.1072 | 208
       248.1044 | 224
       249.1906 | 32
       252.4250 | 64
       255.4910 | 208
       257.2757 | 224
       258.3579 | 32
       261.9580 | 48
       265.0250 | 208
       268.4498 | 224
       269.5421 | 32
       273.2087 | 64
       276.2755 | 208
       277.2780 | 224
       278.3591 | 32
       281.7428 | 48
       284.8092 | 208
       285.7508 | 224
       286.8429 | 32
       290.0764 | 64
       293.1429 | 208
       294.4491 | 224
       295.5430 | 32
       299.0268 | 48
       302.0937 | 208
       303.0682 | 224
       304.1606 | 32
       307.2770 | 64
       310.3441 | 208
       310.9246 | 224
       312.0107 | 32
       315.9111 | 48
       318.9778 | 208
       321.0368 | 224
       322.1278 | 32
       325.4448 | 48
       328.5118 | 208
       333.6563 | 224
       334.7454 | 32
       338.3960 | 64
       341.4623 | 208
       342.1920 | 224
       343.2787 | 32
       346.2290 | 48
       349.2958 | 208
       349.9952 | 224
       351.0798 | 32
       354.6466 | 64
       357.7133 | 208
       358.4130 | 224
       359.4966 | 32
       362.3801 | 64
       365.4468 | 208
       366.5068 | 224
       367.5976 | 32
       370.6308 | 48
       373.6974 | 208
       376.7247 | 224
       377.8139 | 32
       380.7141 | 64
       383.7810 | 208
       388.1722 | 224
       389.2651 | 32
       392.6985 | 48
       395.7654 | 208
       397.9451 | 224
       399.0316 | 32
       402.7823 | 64
       405.8492 | 208
       406.4588 | 224
       407.5492 | 32
       411.3160 | 48
       414.3828 | 208
       415.0224 | 224
       416.1160 | 32
       419.2332 | 48
       422.2996 | 208
       423.9685 | 224
       425.0501 | 32
       428.7501 | 64
       431.8174 | 208
       436.3273 | 224
       437.4175 | 32
       440.1176 | 64
       443.1843 | 208
       443.9452 | 224
       445.0341 | 32
       448.7185 | 48
       451.7845 | 208
       453.4858 | 224
       454.5679 | 32
       457.6681 | 64
       460.7355 | 208
       462.3127 | 224
       463.4022 | 32
       466.7691 | 48
       469.8357 | 208
       471.8937 | 240
       472.9859 | 32
       476.1858 | 48
       479.2528 | 208
       482.4330 | 224
       483.5200 | 32
       486.6199 | 64
       489.6866 | 208
       491.9596 | 240
       493.0536 | 32
       496.2870 | 48
       499.3538 | 208
       503.5351 | 224
       504.6210 | 32
       508.5709 | 64
       511.6375 | 208
       512.4583 | 224
