Session Marker Log - Subject 011 - POST Assessment
Date/Time: 2025-07-09 18:01:27
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        18.8117 | 2
        21.4953 | 3
        24.5621 | 13
        25.2322 | 14
        26.3120 | 2
        30.3623 | 4
        33.4292 | 13
        34.5215 | 14
        35.6127 | 2
        39.0630 | 4
        42.1294 | 13
        42.5874 | 15
        43.6798 | 2
        46.3632 | 3
        49.4299 | 13
        50.1283 | 14
        51.2138 | 2
        54.1303 | 4
        57.1972 | 13
        57.7134 | 14
        58.8136 | 2
        61.6146 | 3
        64.6807 | 13
        65.2303 | 14
        66.3142 | 2
        69.7476 | 3
        72.8144 | 13
        73.2110 | 14
        74.2983 | 2
        77.6481 | 4
        80.7153 | 13
        82.1406 | 14
        83.2320 | 2
        86.3986 | 3
        89.4652 | 13
        89.9221 | 14
        91.0152 | 2
        94.9666 | 4
        98.0329 | 13
        99.1856 | 14
       100.2660 | 2
       103.2496 | 3
       106.3165 | 13
       107.3487 | 14
       108.4332 | 2
       112.4667 | 4
       115.5337 | 13
       116.5650 | 14
       117.6668 | 2
       120.9834 | 4
       124.0507 | 13
       126.5350 | 14
       127.6173 | 2
       131.7514 | 3
       134.8179 | 13
       136.1225 | 14
       137.2180 | 2
       140.8681 | 4
       143.9349 | 13
       145.0576 | 14
       146.1519 | 2
       149.1017 | 3
       152.1687 | 13
       152.9013 | 14
       153.9852 | 2
       157.1354 | 4
       160.2024 | 13
       161.2933 | 14
       162.3859 | 2
       166.2867 | 3
       169.3533 | 13
       170.0216 | 14
       171.1034 | 2
       173.9035 | 4
       176.9698 | 13
       177.9095 | 14
       179.0032 | 2
       183.0705 | 3
       186.1374 | 13
       186.8355 | 14
       187.9203 | 2
       191.5878 | 3
       194.6538 | 13
       195.2623 | 14
       196.3545 | 2
       199.5880 | 4
       202.6546 | 13
       203.9594 | 14
       205.0546 | 2
       209.1551 | 3
       212.2218 | 13
       212.5290 | 14
       213.6219 | 2
       217.5723 | 4
       220.6390 | 13
       221.5783 | 14
       222.6889 | 2
       226.0228 | 4
       229.0893 | 13
       229.8194 | 14
       230.9059 | 2
       234.9565 | 3
       238.0234 | 13
       238.6022 | 14
       239.6898 | 2
       242.5400 | 4
       245.6065 | 13
       246.1863 | 14
       247.2905 | 2
       250.3404 | 3
       253.4074 | 13
       253.7435 | 14
       254.8240 | 2
       258.3243 | 4
       261.3908 | 13
       261.7572 | 14
       262.8408 | 2
       266.1080 | 3
       269.1751 | 13
       269.6026 | 14
       270.6914 | 2
       273.9415 | 3
       277.0087 | 13
       277.4048 | 14
       278.4917 | 2
       282.0923 | 4
       285.1587 | 13
       285.7669 | 14
       286.8593 | 2
       290.3089 | 4
       293.3757 | 13
       294.0446 | 14
       295.1258 | 2
       298.6763 | 3
       301.7433 | 13
       302.2029 | 14
       303.2933 | 2
       306.3097 | 4
       309.3773 | 13
       309.6150 | 14
       310.7268 | 2
       314.7107 | 3
       317.7774 | 13
       318.2389 | 14
       319.3276 | 2
       322.0111 | 3
       325.0780 | 13
       325.4747 | 14
       326.5610 | 2
       330.0777 | 4
       333.1446 | 13
       333.7533 | 14
       334.8614 | 2
       338.2126 | 3
       341.2784 | 13
       341.7652 | 14
       342.8456 | 2
       346.9621 | 4
       350.0290 | 13
       350.6664 | 14
