Session Marker Log - Subject 031 - POST Assessment
Date/Time: 2025-07-28 16:13:20
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        25.4126 | 2
        28.2127 | 3
        31.2789 | 13
        33.0637 | 14
        34.1462 | 2
        36.9798 | 4
        40.0463 | 13
        41.8660 | 15
        42.9469 | 2
        46.3970 | 4
        49.4639 | 13
        51.0424 | 15
        52.1302 | 2
        55.5141 | 3
        58.5804 | 13
        59.0992 | 14
        60.1810 | 2
        63.4643 | 4
        66.5310 | 13
        67.3518 | 14
        68.4309 | 2
        71.3981 | 3
        74.4649 | 13
        75.2264 | 14
        76.3150 | 2
        79.2650 | 3
        82.3323 | 13
        82.9423 | 14
        84.0319 | 2
        87.7157 | 4
        90.7824 | 13
        91.7266 | 14
        92.8160 | 2
        95.5827 | 3
        98.6493 | 13
        99.2287 | 14
       100.3162 | 2
       103.1996 | 4
       106.2663 | 13
       106.9071 | 14
       107.9999 | 2
       112.0504 | 3
       115.1166 | 13
       115.7262 | 14
       116.8169 | 2
       119.9005 | 4
       122.9672 | 13
       123.3692 | 14
       124.4504 | 2
       128.4346 | 4
       131.5013 | 13
       131.8680 | 14
       132.9514 | 2
       137.1016 | 3
       140.1682 | 13
       141.0777 | 14
       142.1683 | 2
       145.5355 | 4
       148.6023 | 13
       150.9632 | 14
       152.0527 | 2
       155.5191 | 3
       158.5863 | 13
       159.5605 | 14
       160.6531 | 2
       164.3529 | 4
       167.4195 | 13
       168.7851 | 14
       169.8697 | 2
       173.3368 | 3
       176.4031 | 13
       177.0750 | 14
       178.1703 | 2
       181.8543 | 4
       184.9210 | 13
       186.7711 | 15
       187.8541 | 2
       191.8543 | 3
       194.9209 | 13
       195.4133 | 14
       196.5047 | 2
       199.5046 | 3
       202.5715 | 13
       203.7271 | 14
       204.8217 | 2
       208.0050 | 4
       211.0722 | 13
       211.9539 | 14
       213.0390 | 2
       215.8223 | 3
       218.8889 | 13
       220.5566 | 15
       221.6394 | 2
       225.4730 | 4
       228.5396 | 13
       230.1468 | 14
       231.2396 | 2
       234.2230 | 4
       237.2902 | 13
       238.1711 | 14
       239.2565 | 2
       243.3739 | 3
       246.4405 | 13
       247.0844 | 14
       248.1740 | 2
       251.9073 | 4
       254.9742 | 13
       256.2512 | 14
       257.3411 | 2
       260.2747 | 3
       263.3412 | 13
       264.2230 | 14
       265.3089 | 2
       269.3753 | 4
       272.4418 | 13
       273.4747 | 14
       274.5589 | 2
       277.7089 | 3
       280.7758 | 13
       281.3281 | 14
       282.4089 | 2
       286.5764 | 3
       289.6426 | 13
       290.8913 | 14
       291.9764 | 2
       295.3929 | 4
       298.4595 | 13
       299.5826 | 14
       300.6765 | 2
       304.3767 | 4
       307.4437 | 13
       309.5625 | 14
       310.6440 | 2
       314.3944 | 3
       317.4609 | 13
       318.1310 | 14
       319.2108 | 2
       323.1948 | 4
       326.2610 | 13
       329.0804 | 14
       330.1615 | 2
       332.9621 | 3
       336.0282 | 13
       339.4769 | 15
       340.5623 | 2
       344.3457 | 3
       347.4127 | 13
       347.8109 | 14
       348.8958 | 2
       352.0297 | 4
       355.0962 | 13
       356.7960 | 14
       357.8798 | 2
       361.2464 | 3
       364.3131 | 13
       364.8651 | 14
       365.9468 | 2
       369.1971 | 4
       372.2637 | 13
       376.0770 | 15
