Session Marker Log - Subject 005 - PRE Assessment
Date/Time: 2025-07-08 11:32:58
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        93.3833 | 2
        97.3502 | 3
       100.4170 | 13
       104.1662 | 14
       105.2507 | 2
       108.8012 | 4
       111.8677 | 13
       114.4967 | 14
       115.5845 | 2
       119.1180 | 4
       122.1847 | 13
       123.0651 | 14
       124.1515 | 2
       128.1682 | 3
       131.2351 | 13
       132.0858 | 14
       133.1683 | 2
       136.5184 | 4
       139.5854 | 13
       140.3767 | 14
       141.4690 | 2
       144.8024 | 3
       147.8690 | 13
       148.8687 | 14
       149.9527 | 2
       152.9364 | 3
       156.0033 | 13
       157.5172 | 14
       158.6033 | 2
       161.3701 | 4
       164.4371 | 13
       165.1959 | 14
       166.2866 | 2
       169.4542 | 3
       172.5207 | 13
       173.4010 | 14
       174.4874 | 2
       178.0539 | 4
       181.1209 | 13
       183.2664 | 14
       184.3543 | 2
       187.2714 | 3
       190.3380 | 13
       191.2491 | 14
       192.3384 | 2
       195.3216 | 4
       198.3884 | 13
       199.2669 | 14
       200.3555 | 2
       203.4553 | 4
       206.5223 | 13
       207.3733 | 14
       208.4561 | 2
       211.7895 | 3
       214.8561 | 13
       215.4950 | 14
       216.5897 | 2
       220.6234 | 4
       223.6902 | 13
       224.5373 | 14
       225.6236 | 2
       228.5234 | 3
       231.5904 | 13
       232.6805 | 14
       233.7738 | 2
       236.7073 | 4
       239.7741 | 13
       240.5947 | 14
       241.6743 | 2
       244.9745 | 3
       248.0410 | 13
       248.7383 | 14
       249.8247 | 2
       253.2416 | 4
       256.3079 | 13
       257.3409 | 14
       258.4252 | 2
       262.6092 | 3
       265.6752 | 13
       267.1573 | 14
       268.2423 | 2
       272.3428 | 3
       275.4091 | 13
       276.3186 | 14
       277.4095 | 2
       280.1765 | 4
       283.2429 | 13
       284.3962 | 14
       285.4761 | 2
       289.5935 | 3
       292.6601 | 13
       293.4179 | 14
       294.5102 | 2
       297.3106 | 4
       300.3768 | 13
       301.1665 | 14
       302.2607 | 2
       305.4940 | 4
       308.5612 | 13
       309.6532 | 14
       310.7443 | 2
       314.8278 | 3
       317.8948 | 13
       318.7769 | 14
       319.8617 | 2
       323.5454 | 4
       326.6122 | 13
       327.8202 | 14
       328.9121 | 2
       331.6125 | 3
       334.6792 | 13
       336.2565 | 14
       337.3455 | 2
       341.0798 | 4
       344.1462 | 13
       345.6024 | 14
       346.6960 | 2
       350.4299 | 3
       353.4965 | 13
       354.4062 | 14
       355.4971 | 2
       359.0139 | 3
       362.0805 | 13
       362.8108 | 14
       363.8975 | 2
       367.1640 | 4
       370.2307 | 13
       371.4727 | 14
       372.5643 | 2
       375.4646 | 4
       378.5316 | 13
       379.5932 | 14
       380.6815 | 2
       383.7648 | 3
       386.8315 | 13
       388.2533 | 14
       389.3486 | 2
       392.6325 | 4
       395.6990 | 13
       397.3669 | 14
       398.4488 | 2
       402.5659 | 3
       405.6327 | 13
       406.4558 | 14
       407.5498 | 2
       410.9496 | 3
       414.0162 | 13
       414.5945 | 14
       415.6835 | 2
       419.7338 | 4
       422.8003 | 13
       424.0400 | 14
       425.1338 | 2
       428.7509 | 3
       431.8175 | 13
       432.5463 | 14
       433.6343 | 2
       437.3518 | 4
       440.4176 | 13
       441.4668 | 14
