Session Marker Log - Subject 035 - PRE Assessment
Date/Time: 2025-08-05 15:54:16
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
       442.8015 | 2
       445.9020 | 3
       448.9686 | 13
       455.3224 | 14
       456.4026 | 2
       460.3365 | 4
       463.4034 | 13
       469.8753 | 15
       470.9701 | 2
       473.7696 | 4
       476.8369 | 13
       480.3166 | 14
       481.4040 | 2
       485.5538 | 3
       488.6207 | 13
       489.8052 | 14
       490.8873 | 2
       494.0210 | 4
       497.0877 | 13
       498.9669 | 14
       500.0546 | 2
       503.9883 | 3
       507.0548 | 13
       507.8752 | 14
       508.9549 | 2
       512.2389 | 3
       515.3055 | 13
       516.5784 | 14
       517.6720 | 2
       521.5058 | 4
       524.5728 | 13
       526.8139 | 14
       527.9060 | 2
       530.6060 | 3
       533.6729 | 13
       535.7351 | 14
       536.8230 | 2
       540.7568 | 4
       543.8239 | 13
       544.8540 | 14
       545.9406 | 2
       549.5239 | 3
       552.5910 | 13
       553.3822 | 14
       554.4743 | 2
       557.6909 | 4
       560.7577 | 13
       562.6677 | 14
       563.7580 | 2
       566.9412 | 4
       570.0080 | 13
       572.0051 | 14
       573.0919 | 2
       576.0420 | 3
       579.1088 | 13
       579.9956 | 14
       581.0755 | 2
       584.6595 | 4
       587.7256 | 13
       588.8763 | 14
       589.9593 | 2
       593.0261 | 3
       596.0927 | 13
       597.0937 | 14
       598.1761 | 2
       601.7933 | 4
       604.8603 | 13
       605.8620 | 14
       606.9434 | 2
       610.2607 | 3
       613.3274 | 13
       613.9977 | 14
       615.0771 | 2
       617.8778 | 4
       620.9444 | 13
       621.7640 | 14
       622.8447 | 2
       625.7279 | 3
       628.7948 | 13
       630.4007 | 14
       631.4948 | 2
       635.1285 | 3
       638.1949 | 13
       639.1383 | 14
       640.2283 | 2
       644.2795 | 4
       647.3458 | 13
       648.4126 | 14
       649.4960 | 2
       653.4456 | 3
       656.5130 | 13
       657.4540 | 14
       658.5465 | 2
       662.3461 | 4
       665.4129 | 13
       667.7127 | 14
       668.7965 | 2
       672.1801 | 4
       675.2473 | 13
       676.4923 | 14
       677.5805 | 2
       680.8474 | 3
       683.9141 | 13
       684.7934 | 14
       685.8810 | 2
       689.7314 | 4
       692.7978 | 13
       693.7092 | 14
       694.7983 | 2
       698.4822 | 3
       701.5483 | 13
       702.3668 | 14
       703.4485 | 2
       706.4655 | 4
       709.5322 | 13
       710.8101 | 14
       711.8992 | 2
       714.6328 | 3
       717.6994 | 13
       718.4626 | 14
       719.5492 | 2
       723.2831 | 3
       726.3502 | 13
       728.5640 | 14
       729.6503 | 2
       733.2002 | 4
       736.2670 | 13
       737.0573 | 14
       738.1500 | 2
       741.3008 | 4
       744.3682 | 13
       745.4614 | 14
       746.5505 | 2
       749.2840 | 3
       752.3509 | 13
       753.6542 | 14
       754.7347 | 2
       757.8182 | 4
       760.8849 | 13
       761.8587 | 14
       762.9518 | 2
       767.1353 | 3
       770.2019 | 13
       771.3857 | 14
       772.4689 | 2
       776.5855 | 3
       779.6526 | 13
       781.3212 | 14
       782.4029 | 2
       786.4360 | 4
       789.5026 | 13
       791.0792 | 14
       792.1697 | 2
       796.2701 | 3
       799.3369 | 13
       801.0659 | 14
       802.1536 | 2
       805.5708 | 4
       808.6375 | 13
       809.7590 | 14
