Session Marker Log - Subject 014 - PRE Assessment
Date/Time: 2025-07-10 13:37:29
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        83.6660 | 32
        86.6659 | 48
        89.7329 | 208
        95.9863 | 240
        97.0667 | 32
       100.6337 | 64
       103.7001 | 208
       107.2106 | 224
       108.3003 | 32
       112.0673 | 64
       115.1340 | 208
       117.6484 | 224
       118.7344 | 32
       122.3180 | 48
       125.3846 | 208
       128.8948 | 240
       129.9850 | 32
       133.6682 | 64
       136.7353 | 208
       139.5826 | 224
       140.6687 | 32
       144.1690 | 48
       147.2359 | 208
       151.4714 | 240
       152.5529 | 32
       155.3198 | 48
       158.3865 | 208
       163.3398 | 240
       164.4199 | 32
       168.5204 | 64
       171.5871 | 208
       173.8900 | 224
       174.9710 | 32
       177.8042 | 48
       180.8711 | 208
       183.7751 | 240
       184.8546 | 32
       187.5378 | 64
       190.6046 | 208
       193.6012 | 224
       194.6882 | 32
       198.1392 | 48
       201.2057 | 208
       203.8970 | 240
       204.9891 | 32
       208.1055 | 64
       211.1724 | 208
       213.4115 | 224
       214.5057 | 32
       218.2401 | 64
       221.3065 | 208
       222.9463 | 224
       224.0405 | 32
       227.2900 | 48
       230.3569 | 208
       232.8078 | 240
       233.8907 | 32
       237.7907 | 64
       240.8574 | 208
       243.3677 | 224
       244.4578 | 32
       247.8409 | 48
       250.9083 | 208
       254.1795 | 240
       255.2746 | 32
       258.7087 | 64
       261.7751 | 208
       263.7133 | 224
       264.8087 | 32
       268.4756 | 48
       271.5423 | 208
       274.6612 | 240
       275.7428 | 32
       279.1428 | 64
       282.2093 | 208
       284.5412 | 224
       285.6266 | 32
       289.6931 | 48
       292.7602 | 208
       294.4260 | 240
       295.5105 | 32
       298.7104 | 48
       301.7771 | 208
       303.6539 | 240
       304.7441 | 32
       307.9442 | 64
       311.0106 | 208
       313.0716 | 224
       314.1614 | 32
       317.9947 | 48
       321.0616 | 208
       323.9331 | 240
       325.0287 | 32
       328.9115 | 64
       331.9788 | 208
       333.6420 | 224
       334.7287 | 32
       338.0457 | 64
       341.1123 | 208
       342.6861 | 224
       343.7796 | 32
       346.8633 | 48
       349.9297 | 208
       354.8286 | 240
       355.9134 | 32
       358.6636 | 64
       361.7303 | 208
       363.8167 | 224
       364.8971 | 32
       368.2139 | 48
       371.2810 | 208
       373.0713 | 240
       374.1644 | 32
       376.9313 | 64
       379.9981 | 208
       381.3610 | 224
       382.4476 | 32
       385.9650 | 48
       389.0318 | 208
       390.8168 | 240
       391.8987 | 32
       394.5988 | 48
       397.6654 | 208
       400.7222 | 240
       401.8156 | 32
       405.7826 | 64
       408.8493 | 208
       410.0639 | 224
       411.1496 | 32
       414.5670 | 64
       417.6332 | 208
       420.7472 | 224
       421.8336 | 32
       425.8674 | 48
       428.9343 | 208
       430.6013 | 240
       431.6840 | 32
       435.1172 | 64
       438.1845 | 208
       439.8553 | 224
       440.9348 | 32
       443.7848 | 48
       446.8515 | 208
       449.5722 | 240
       450.6517 | 32
       454.4691 | 48
       457.5357 | 208
       459.9284 | 240
       461.0193 | 32
       463.7362 | 64
       466.8023 | 208
       467.6834 | 224
       468.7695 | 32
       471.6530 | 48
       474.7194 | 208
       482.4895 | 240
       483.5705 | 32
       487.4373 | 64
       490.5035 | 208
       495.8348 | 224
