Session Marker Log - Subject 015 - POST Assessment
Date/Time: 2025-07-10 16:14:18
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        18.3621 | 2
        21.6627 | 3
        24.7288 | 13
        26.4878 | 14
        27.5792 | 2
        31.4459 | 4
        34.5132 | 13
        35.2709 | 14
        36.3626 | 2
        39.9797 | 4
        43.0471 | 13
        44.8653 | 14
        45.9465 | 2
        49.1472 | 3
        52.2136 | 13
        53.3961 | 14
        54.4804 | 2
        57.9307 | 4
        60.9973 | 13
        61.7594 | 14
        62.8477 | 2
        66.7647 | 3
        69.8316 | 13
        70.9534 | 14
        72.0479 | 2
        75.5652 | 3
        78.6317 | 13
        79.6931 | 14
        80.7819 | 2
        84.0655 | 4
        87.1324 | 13
        88.2863 | 14
        89.3654 | 2
        92.4159 | 3
        95.4827 | 13
        96.6653 | 14
        97.7497 | 2
       100.6160 | 4
       103.6834 | 13
       104.2616 | 14
       105.3501 | 2
       108.3331 | 3
       111.3998 | 13
       112.1303 | 14
       113.2171 | 2
       116.3005 | 4
       119.3672 | 13
       121.4289 | 14
       122.5174 | 2
       125.8344 | 4
       128.9011 | 13
       130.4782 | 14
       131.5676 | 2
       135.5180 | 3
       138.5846 | 13
       141.0060 | 14
       142.1015 | 2
       145.6351 | 4
       148.7023 | 13
       151.2177 | 15
       152.3020 | 2
       155.4860 | 3
       158.5527 | 13
       159.1010 | 14
       160.1861 | 2
       163.4196 | 4
       166.4862 | 13
       167.6691 | 14
       168.7529 | 2
       172.7368 | 3
       175.8035 | 13
       176.5952 | 14
       177.6876 | 2
       181.0536 | 4
       184.1210 | 13
       184.5491 | 14
       185.6374 | 2
       189.8041 | 3
       192.8710 | 13
       193.5709 | 14
       194.6542 | 2
       198.6043 | 3
       201.6715 | 13
       202.4005 | 14
       203.4879 | 2
       206.8383 | 4
       209.9051 | 13
       210.5726 | 14
       211.6556 | 2
       215.4054 | 3
       218.4726 | 13
       219.3234 | 14
       220.4056 | 2
       223.3894 | 4
       226.4561 | 13
       228.0312 | 14
       229.1226 | 2
       232.2396 | 4
       235.3067 | 13
       236.4014 | 14
       237.4899 | 2
       240.5899 | 3
       243.6570 | 13
       244.4978 | 14
       245.5901 | 2
       249.1076 | 4
       252.1738 | 13
       255.1409 | 14
       256.2240 | 2
       259.0073 | 3
       262.0746 | 13
       262.8943 | 14
       263.9747 | 2
       267.8582 | 4
       270.9248 | 13
       271.8952 | 15
       272.9752 | 2
       276.3920 | 3
       279.4589 | 13
       280.1606 | 14
       281.2424 | 2
       284.8593 | 3
       287.9260 | 13
       290.6765 | 15
       291.7594 | 2
       295.3429 | 4
       298.4097 | 13
       299.6518 | 14
       300.7435 | 2
       304.3438 | 4
       307.4103 | 13
       308.0496 | 14
       309.1440 | 2
       312.2772 | 3
       315.3446 | 13
       316.8280 | 14
       317.9111 | 2
       321.4280 | 4
       324.4945 | 13
       325.3785 | 14
       326.4609 | 2
       330.1781 | 3
       333.2450 | 13
       336.2103 | 14
       337.2958 | 2
       340.9953 | 3
       344.0623 | 13
       345.0333 | 14
       346.1291 | 2
       349.2795 | 4
       352.3461 | 13
       355.1272 | 14
       356.2130 | 2
       359.8967 | 3
       362.9631 | 13
       363.9638 | 14
       365.0470 | 2
       369.0467 | 4
       372.1135 | 13
       373.1437 | 14
