Session Marker Log - Subject 025 - POST Assessment
Date/Time: 2025-07-22 18:39:57
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        11.9281 | 2
        15.0283 | 3
        18.0950 | 13
        19.4604 | 14
        20.5454 | 2
        24.4784 | 4
        27.5454 | 13
        28.3069 | 15
        29.3955 | 2
        33.4453 | 4
        36.5126 | 13
        37.3945 | 14
        38.4795 | 2
        42.0460 | 3
        45.1127 | 13
        46.0238 | 14
        47.1130 | 2
        49.8132 | 4
        52.8803 | 13
        53.7344 | 14
        54.8304 | 2
        58.1134 | 3
        61.1803 | 13
        62.1287 | 14
        63.2141 | 2
        66.2306 | 3
        69.2975 | 13
        70.4199 | 14
        71.5147 | 2
        75.2979 | 4
        78.3651 | 13
        79.4280 | 14
        80.5150 | 2
        83.4486 | 3
        86.5150 | 13
        87.3671 | 14
        88.4481 | 2
        92.2822 | 4
        95.3490 | 13
        97.8634 | 15
        98.9493 | 2
       102.2496 | 3
       105.3162 | 13
       106.2887 | 14
       107.3829 | 2
       110.9340 | 4
       113.9999 | 13
       115.4861 | 14
       116.5667 | 2
       119.3005 | 4
       122.3672 | 13
       123.1576 | 14
       124.2504 | 2
       127.5012 | 3
       130.5673 | 13
       131.5069 | 14
       132.6011 | 2
       136.0844 | 4
       139.1512 | 13
       140.4251 | 14
       141.5183 | 2
       145.6852 | 3
       148.7522 | 13
       149.7554 | 14
       150.8349 | 2
       154.7520 | 4
       157.8186 | 13
       158.5799 | 15
       159.6689 | 2
       163.4359 | 3
       166.5025 | 13
       167.3524 | 14
       168.4359 | 2
       171.7362 | 4
       174.8030 | 13
       176.0165 | 14
       177.1034 | 2
       181.0205 | 3
       184.0870 | 13
       184.8474 | 14
       185.9370 | 2
       188.9204 | 3
       191.9870 | 13
       192.9328 | 14
       194.0210 | 2
       198.0212 | 4
       201.0875 | 13
       202.9704 | 14
       204.0543 | 2
       207.0880 | 3
       210.1551 | 13
       211.1265 | 15
       212.2215 | 2
       215.5222 | 4
       218.5885 | 13
       219.7425 | 14
       220.8221 | 2
       223.9569 | 4
       227.0226 | 13
       228.3591 | 14
       229.4391 | 2
       232.9227 | 3
       235.9901 | 13
       237.0229 | 14
       238.1065 | 2
       241.5405 | 4
       244.6067 | 13
       247.0567 | 15
       248.1403 | 2
       250.8240 | 3
       253.8909 | 13
       254.8687 | 14
       255.9573 | 2
       259.7243 | 4
       262.7910 | 13
       263.6726 | 14
       264.7579 | 2
       267.8578 | 3
       270.9247 | 13
       271.8362 | 14
       272.9248 | 2
       276.1415 | 3
       279.2089 | 13
       279.9098 | 15
       280.9919 | 2
       285.0753 | 4
       288.1426 | 13
       288.9026 | 14
       289.9923 | 2
       293.7758 | 4
       296.8425 | 13
       297.6927 | 15
       298.7764 | 2
       302.4932 | 3
       305.5598 | 13
       306.1681 | 14
       307.2601 | 2
       310.2273 | 4
       313.2933 | 13
       314.0262 | 14
       315.1104 | 2
       318.9439 | 3
       322.0107 | 13
       322.7402 | 14
       323.8273 | 2
       327.1614 | 3
       330.2279 | 13
       331.5940 | 14
       332.6782 | 2
       336.0446 | 4
       339.1115 | 13
       340.2332 | 14
       341.3287 | 2
       345.2616 | 3
       348.3292 | 13
       349.2696 | 14
       350.3624 | 2
       353.1289 | 4
       356.1955 | 13
       358.0466 | 15
