Session Marker Log - Subject 023 - PRE Assessment
Date/Time: 2025-07-22 11:40:17
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
       129.7344 | 2
       132.4347 | 3
       135.5016 | 13
       138.4704 | 15
       139.5519 | 2
       142.5854 | 4
       145.6521 | 13
       148.2252 | 14
       149.3187 | 2
       152.0855 | 4
       155.1523 | 13
       156.6979 | 14
       157.7864 | 2
       160.5026 | 3
       163.5695 | 13
       164.4525 | 14
       165.5362 | 2
       169.2534 | 4
       172.3201 | 13
       173.2924 | 14
       174.3870 | 2
       177.7372 | 3
       180.8040 | 13
       182.8364 | 14
       183.9203 | 2
       186.8544 | 3
       189.9209 | 13
       191.9822 | 14
       193.0708 | 2
       196.4046 | 4
       199.4715 | 13
       201.3543 | 14
       202.4385 | 2
       205.3720 | 3
       208.4388 | 13
       210.3182 | 14
       211.4054 | 2
       215.4057 | 4
       218.4723 | 13
       220.3490 | 14
       221.4393 | 2
       225.2394 | 3
       228.3065 | 13
       229.1866 | 14
       230.2732 | 2
       233.1730 | 4
       236.2398 | 13
       236.9703 | 14
       238.0570 | 2
       240.7737 | 4
       243.8405 | 13
       244.9026 | 14
       245.9908 | 2
       249.9073 | 3
       252.9742 | 13
       254.3701 | 14
       255.4580 | 2
       259.0579 | 4
       262.1247 | 13
       263.6689 | 14
       264.7578 | 2
       268.8249 | 3
       271.8916 | 13
       273.9249 | 14
       275.0085 | 2
       279.0594 | 4
       282.1257 | 13
       282.9767 | 14
       284.0591 | 2
       287.1260 | 3
       290.1927 | 13
       291.2865 | 14
       292.3760 | 2
       295.6265 | 4
       298.6929 | 13
       300.2060 | 14
       301.2934 | 2
       304.5100 | 3
       307.5771 | 13
       309.0329 | 14
       310.1269 | 2
       313.2941 | 3
       316.3606 | 13
       317.4251 | 14
       318.5110 | 2
       321.6441 | 4
       324.7113 | 13
       325.5931 | 14
       326.6781 | 2
       330.4618 | 3
       333.5284 | 13
       334.2594 | 14
       335.3450 | 2
       338.9622 | 4
       342.0285 | 13
       343.9980 | 14
       345.0789 | 2
       348.0960 | 4
       351.1625 | 13
       352.5571 | 14
       353.6465 | 2
       357.2469 | 3
       360.3132 | 13
       361.5581 | 14
       362.6466 | 2
       366.3138 | 4
       369.3802 | 13
       370.8373 | 15
       371.9304 | 2
       374.9140 | 3
       377.9807 | 13
       378.9234 | 14
       380.0138 | 2
       383.0824 | 4
       386.1475 | 13
       386.6673 | 14
       387.7478 | 2
       391.5482 | 3
       394.6151 | 13
       395.2576 | 14
       396.3486 | 2
       400.0320 | 3
       403.0986 | 13
       403.8896 | 14
       404.9824 | 2
       408.4157 | 4
       411.4826 | 13
       414.3294 | 14
       415.4157 | 2
       418.0993 | 4
       421.1666 | 13
       422.5924 | 14
       423.6835 | 2
       426.4498 | 3
       429.5163 | 13
       430.3369 | 14
       431.4175 | 2
       435.5003 | 4
       438.5671 | 13
       439.2383 | 14
       440.3340 | 2
       443.2006 | 3
       446.2680 | 13
       449.0493 | 14
       450.1346 | 2
       453.9346 | 3
       457.0013 | 13
       457.7012 | 15
       458.7848 | 2
       461.7021 | 4
       464.7688 | 13
       466.3771 | 14
       467.4688 | 2
       470.9690 | 3
       474.0361 | 13
       474.6762 | 14
       475.7692 | 2
       478.7363 | 4
       481.8028 | 13
       482.6245 | 14
