Session Marker Log - Subject 016 - PRE Assessment
Date/Time: 2025-07-10 17:16:41
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        79.5484 | 32
        83.0154 | 48
        86.0817 | 208
       105.7203 | 240
       106.8000 | 32
       110.1669 | 64
       113.2334 | 208
       116.7732 | 224
       117.8669 | 32
       120.6501 | 64
       123.7171 | 208
       125.6873 | 224
       126.7673 | 32
       130.0678 | 48
       133.1347 | 208
       138.5188 | 224
       139.6015 | 32
       142.5352 | 64
       145.6015 | 208
       147.5716 | 224
       148.6515 | 32
       152.6356 | 48
       155.7023 | 208
       157.9424 | 224
       159.0362 | 32
       162.2694 | 48
       165.3360 | 208
       169.7484 | 240
       170.8362 | 32
       174.6032 | 64
       177.6701 | 208
       179.1867 | 224
       180.2700 | 32
       183.7537 | 48
       186.8202 | 208
       188.6685 | 224
       189.7541 | 32
       193.2379 | 64
       196.3046 | 208
       198.2724 | 224
       199.3549 | 32
       203.1719 | 48
       206.2381 | 208
       208.8707 | 224
       209.9548 | 32
       213.8724 | 64
       216.9390 | 208
       219.3924 | 224
       220.4718 | 32
       224.5391 | 64
       227.6057 | 208
       228.8790 | 224
       229.9728 | 32
       233.2068 | 48
       236.2730 | 208
       238.7270 | 224
       239.8065 | 32
       243.8403 | 64
       246.9070 | 208
       251.0829 | 224
       252.1741 | 32
       255.7075 | 48
       258.7745 | 208
       260.8933 | 224
       261.9745 | 32
       264.8915 | 64
       267.9579 | 208
       269.8653 | 224
       270.9582 | 32
       274.6920 | 48
       277.7582 | 208
       279.4576 | 224
       280.5417 | 32
       284.2602 | 64
       287.3253 | 208
       288.9915 | 240
       290.0759 | 32
       293.2431 | 48
       296.3093 | 208
       298.7020 | 240
       299.7934 | 32
       302.9771 | 48
       306.0437 | 208
       307.1979 | 224
       308.2936 | 32
       311.2939 | 64
       314.3603 | 208
       318.0496 | 224
       319.1439 | 32
       322.4943 | 48
       325.5607 | 208
       326.8642 | 224
       327.9446 | 32
       330.6781 | 64
       333.7450 | 208
       336.5871 | 224
       337.6785 | 32
       341.8127 | 64
       344.8788 | 208
       347.4492 | 240
       348.5292 | 32
       352.6457 | 48
       355.7129 | 208
       356.8048 | 224
       357.8965 | 32
       361.9963 | 64
       365.0631 | 208
       366.6088 | 240
       367.6967 | 32
       371.1637 | 48
       374.2306 | 208
       384.7419 | 224
       385.8314 | 32
       388.8149 | 64
       391.8814 | 208
       393.4863 | 240
       394.5815 | 32
       398.5818 | 48
       401.6481 | 208
       402.8026 | 224
       403.8817 | 32
       406.6819 | 48
       409.7490 | 208
       411.2358 | 224
       412.3155 | 32
       416.0992 | 64
       419.1663 | 208
       423.4874 | 224
       424.5831 | 32
       428.4166 | 64
       431.4833 | 208
       433.7530 | 224
       434.8334 | 32
       438.0338 | 48
       441.1006 | 208
       442.7986 | 224
       443.8839 | 32
       447.5176 | 64
       450.5843 | 208
       458.0410 | 224
       459.1349 | 32
       462.9185 | 48
       465.9850 | 208
       469.0128 | 240
       470.1019 | 32
       473.4358 | 48
       476.5025 | 208
       477.5638 | 224
       478.6524 | 32
       481.8862 | 64
       484.9526 | 208
       492.6279 | 240
       493.7198 | 32
       497.7200 | 48
       500.7869 | 208
       502.4817 | 224
       503.5707 | 32
       507.2538 | 64
       510.3204 | 208
       512.8314 | 224
