Session Marker Log - Subject 009 - PRE Assessment
Date/Time: 2025-07-09 13:30:04
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
       140.4691 | 2
       144.2857 | 3
       147.3525 | 13
       150.2280 | 14
       151.3191 | 2
       154.0027 | 4
       157.0692 | 13
       159.5808 | 15
       160.6695 | 2
       163.5535 | 4
       166.6201 | 13
       168.0736 | 14
       169.1537 | 2
       172.3046 | 3
       175.3707 | 13
       178.3973 | 15
       179.4873 | 2
       182.9707 | 4
       186.0376 | 13
       187.5620 | 14
       188.6548 | 2
       191.7379 | 3
       194.8045 | 13
       196.8941 | 14
       197.9885 | 2
       200.9388 | 3
       204.0049 | 13
       206.0333 | 14
       207.1222 | 2
       210.8892 | 4
       213.9553 | 13
       215.2735 | 14
       216.3562 | 2
       219.0890 | 3
       222.1564 | 13
       223.3085 | 14
       224.3895 | 2
       227.9063 | 4
       230.9733 | 13
       232.3691 | 14
       233.4570 | 2
       236.4736 | 3
       239.5407 | 13
       240.9052 | 14
       241.9904 | 2
       245.6907 | 4
       248.7573 | 13
       249.6074 | 14
       250.6909 | 2
       254.5580 | 4
       257.6246 | 13
       258.8061 | 14
       259.8914 | 2
       263.2254 | 3
       266.2918 | 13
       268.1733 | 14
       269.2588 | 2
       273.0088 | 4
       276.0757 | 13
       277.7739 | 14
       278.8590 | 2
       282.0259 | 3
       285.0925 | 13
       285.9433 | 14
       287.0263 | 2
       290.4430 | 4
       293.5096 | 13
       294.3008 | 14
       295.3934 | 2
       298.7266 | 3
       301.7933 | 13
       302.8563 | 14
       303.9439 | 2
       308.0608 | 4
       311.1271 | 13
       312.4629 | 14
       313.5446 | 2
       316.7778 | 3
       319.8443 | 13
       320.8447 | 14
       321.9283 | 2
       325.6454 | 3
       328.7116 | 13
       329.9860 | 14
       331.0785 | 2
       334.9121 | 4
       337.9785 | 13
       338.8292 | 15
       339.9124 | 2
       343.6456 | 3
       346.7131 | 13
       348.9532 | 15
       350.0462 | 2
       353.5462 | 4
       356.6131 | 13
       357.9444 | 14
       359.0299 | 2
       362.8135 | 4
       365.8803 | 13
       366.5524 | 15
       367.6470 | 2
       370.9478 | 3
       374.0139 | 13
       375.0760 | 14
       376.1642 | 2
       380.1476 | 4
       383.2145 | 13
       384.9733 | 14
       386.0644 | 2
       388.7651 | 3
       391.8316 | 13
       392.8001 | 14
       393.8814 | 2
       397.9815 | 4
       401.0488 | 13
       402.4427 | 14
       403.5319 | 2
       406.8325 | 3
       409.8990 | 13
       410.7793 | 14
       411.8660 | 2
       415.5829 | 3
       418.6496 | 13
       420.1045 | 14
       421.2000 | 2
       423.9666 | 4
       427.0335 | 13
       428.0974 | 14
       429.1838 | 2
       432.3839 | 4
       435.4508 | 13
       436.2721 | 14
       437.3672 | 2
       440.8342 | 3
       443.9011 | 13
       445.6566 | 14
       446.7513 | 2
       449.5346 | 4
       452.6015 | 13
       453.3313 | 14
       454.4182 | 2
       457.4016 | 3
       460.4685 | 13
       461.5027 | 14
       462.5854 | 2
       465.4189 | 3
       468.4857 | 13
       469.3351 | 14
       470.4194 | 2
       473.8525 | 4
       476.9198 | 13
       477.8333 | 14
       478.9192 | 2
       481.6199 | 3
       484.6864 | 13
       486.2616 | 14
       487.3529 | 2
       490.0870 | 4
       493.1537 | 13
       493.9133 | 14
