Session Marker Log - Subject 022 - POST Assessment
Date/Time: 2025-07-22 10:23:09
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        19.1449 | 32
        22.4788 | 48
        25.5451 | 208
        27.2744 | 224
        28.3619 | 32
        32.2626 | 64
        35.3290 | 208
        36.5147 | 240
        37.5961 | 32
        41.5626 | 64
        44.6299 | 208
        45.9052 | 224
        46.9967 | 32
        50.8630 | 48
        53.9299 | 208
        55.0827 | 224
        56.1632 | 32
        58.9138 | 64
        61.9803 | 208
        63.4667 | 224
        64.5640 | 32
        68.4643 | 48
        71.5306 | 208
        72.5914 | 224
        73.6815 | 32
        77.0316 | 48
        80.0980 | 208
        80.7999 | 224
        81.8814 | 32
        85.0316 | 64
        88.0984 | 208
        89.3094 | 224
        90.3984 | 32
        93.0821 | 48
        96.1489 | 208
        96.6063 | 224
        97.6988 | 32
       100.9500 | 64
       104.0163 | 208
       105.4434 | 224
       106.5329 | 32
       109.9167 | 48
       112.9829 | 208
       114.1048 | 224
       115.1997 | 32
       118.0998 | 64
       121.1673 | 208
       122.7447 | 224
       123.8335 | 32
       127.3004 | 64
       130.3674 | 208
       132.1265 | 224
       133.2177 | 32
       136.7513 | 48
       139.8176 | 208
       140.8794 | 224
       141.9676 | 32
       145.8351 | 64
       148.9018 | 208
       150.4162 | 224
       151.5183 | 32
       154.9017 | 48
       157.9686 | 208
       158.8792 | 224
       159.9695 | 32
       163.9196 | 64
       166.9859 | 208
       168.2001 | 224
       169.2862 | 32
       172.0695 | 48
       175.1364 | 208
       175.6857 | 224
       176.7700 | 32
       180.7866 | 64
       183.8537 | 208
       185.1269 | 224
       186.2201 | 32
       189.7870 | 48
       192.8547 | 208
       193.4943 | 224
       194.5878 | 32
       198.4376 | 48
       201.5045 | 208
       203.8099 | 224
       204.9048 | 32
       208.8380 | 64
       211.9051 | 208
       213.0262 | 240
       214.1218 | 32
       216.8393 | 48
       219.9053 | 208
       221.0917 | 224
       222.1720 | 32
       225.4390 | 64
       228.5061 | 208
       230.1762 | 224
       231.2558 | 32
       234.0558 | 64
       237.1231 | 208
       238.5792 | 224
       239.6731 | 32
       243.1570 | 48
       246.2232 | 208
       247.0733 | 224
       248.1570 | 32
       251.5566 | 64
       254.6238 | 208
       255.8381 | 224
       256.9238 | 32
       259.9575 | 48
       263.0242 | 208
       264.3903 | 224
       265.4747 | 32
       268.7913 | 64
       271.8580 | 208
       273.0705 | 224
       274.1582 | 32
       277.1252 | 48
       280.1916 | 208
       281.4962 | 224
       282.5923 | 32
       286.1089 | 48
       289.1752 | 208
       290.1517 | 224
       291.2427 | 32
       295.3259 | 64
       298.3930 | 208
       299.4867 | 224
       300.5761 | 32
       303.6593 | 64
       306.7265 | 208
       307.8514 | 224
       308.9434 | 32
       312.5600 | 48
       315.6268 | 208
       316.8411 | 224
       317.9271 | 32
       321.4273 | 64
       324.4942 | 208
       326.1003 | 224
       327.1940 | 32
       330.7109 | 48
       333.7776 | 208
       335.4430 | 224
       336.5283 | 32
       340.2951 | 48
       343.3618 | 208
       344.4850 | 224
       345.5787 | 32
       349.4791 | 64
       352.5457 | 208
       353.8833 | 224
       354.9790 | 32
       358.7131 | 48
       361.7795 | 208
       362.9931 | 224
       364.0798 | 32
       366.9795 | 64
       370.0464 | 208
       371.2611 | 224
