Session Marker Log - Subject 039 - PRE Assessment
Date/Time: 2025-08-19 11:31:36
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
       162.5874 | 2
       166.1861 | 3
       169.2533 | 13
       173.3709 | 14
       174.4541 | 2
       178.4539 | 4
       181.5205 | 13
       184.2968 | 14
       185.3878 | 2
       189.4546 | 4
       192.5208 | 13
       194.9975 | 14
       196.0877 | 2
       199.5879 | 3
       202.6547 | 13
       207.6984 | 15
       208.7886 | 2
       211.6223 | 4
       214.6889 | 13
       218.6793 | 14
       219.7724 | 2
       222.5562 | 3
       225.6229 | 13
       228.2272 | 14
       229.3235 | 2
       232.1731 | 3
       235.2400 | 13
       238.4132 | 15
       239.5069 | 2
       243.3404 | 4
       246.4073 | 13
       248.9463 | 14
       250.0410 | 2
       252.8740 | 3
       255.9407 | 13
       259.6860 | 14
       260.7742 | 2
       263.5745 | 4
       266.6410 | 13
       271.3193 | 14
       272.4082 | 2
       275.7426 | 3
       278.8087 | 13
       281.0452 | 14
       282.1254 | 2
       284.9759 | 4
       288.0422 | 13
       290.0387 | 14
       291.1257 | 2
       294.0436 | 4
       297.1100 | 13
       299.6197 | 14
       300.7099 | 2
       303.8267 | 3
       306.8933 | 13
       308.7046 | 14
       309.7936 | 2
       313.9281 | 4
       316.9936 | 13
       319.2621 | 14
       320.3443 | 2
       324.1612 | 3
       327.2282 | 13
       331.0690 | 14
       332.1615 | 2
       335.6285 | 4
       338.6948 | 13
       340.1476 | 14
       341.2290 | 2
       345.0123 | 3
       348.0789 | 13
       354.4795 | 15
       355.5629 | 2
       359.4959 | 4
       362.5630 | 13
       365.2546 | 14
       366.3464 | 2
       370.4299 | 3
       373.4965 | 13
       377.3033 | 14
       378.3971 | 2
       381.1303 | 3
       384.1973 | 13
       388.2766 | 14
       389.3643 | 2
       393.4976 | 4
       396.5645 | 13
       398.5357 | 14
       399.6315 | 2
       403.4325 | 3
       406.4986 | 13
       410.3631 | 15
       411.4483 | 2
       414.6653 | 4
       417.7325 | 13
       419.1244 | 14
       420.2161 | 2
       423.0160 | 4
       426.0831 | 13
       427.1179 | 15
       428.1995 | 2
       431.4170 | 3
       434.4832 | 13
       437.3533 | 14
       438.4501 | 2
       441.1842 | 4
       444.2507 | 13
       448.2090 | 14
       449.3181 | 2
       453.2846 | 3
       456.3506 | 13
       461.2760 | 14
       462.3680 | 2
       466.2691 | 4
       469.3352 | 13
       471.2147 | 14
       472.3015 | 2
       475.1028 | 3
       478.1687 | 13
       482.0059 | 14
       483.1196 | 2
       486.1857 | 3
       489.2524 | 13
       490.5839 | 14
       491.6693 | 2
       495.5530 | 4
       498.6193 | 13
       500.9190 | 14
       502.0029 | 2
       504.9700 | 4
       508.0368 | 13
       509.1006 | 15
       510.1884 | 2
       513.4373 | 3
       516.5036 | 13
       520.4316 | 14
       521.5209 | 2
       525.5378 | 4
       528.6045 | 13
       530.2658 | 14
       531.3546 | 2
       534.9548 | 3
       538.0223 | 13
       541.8897 | 15
       542.9720 | 2
       546.4883 | 3
       549.5554 | 13
       551.9446 | 14
       553.0393 | 2
       556.5559 | 4
       559.6225 | 13
       561.4660 | 14
       562.5565 | 2
       565.6399 | 3
       568.7061 | 13
       570.4321 | 14
       571.5232 | 2
       574.4256 | 4
       577.4902 | 13
       580.7851 | 14
