Session Marker Log - Subject 010 - POST Assessment
Date/Time: 2025-07-09 15:56:41
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        13.4622 | 32
        16.7297 | 48
        19.7962 | 208
        20.4959 | 224
        21.5800 | 32
        25.3463 | 64
        28.4130 | 208
        29.6246 | 240
        30.7134 | 32
        33.5636 | 64
        36.6301 | 208
        37.1475 | 224
        38.2308 | 32
        41.7805 | 48
        44.8473 | 208
        45.8208 | 224
        46.9143 | 32
        49.7974 | 64
        52.8646 | 208
        53.4726 | 224
        54.5642 | 32
        57.6984 | 48
        60.7646 | 208
        61.1633 | 224
        62.2482 | 32
        64.9652 | 48
        68.0321 | 208
        68.6461 | 224
        69.7324 | 32
        73.0487 | 64
        76.1154 | 208
        76.4843 | 224
        77.5658 | 32
        80.7662 | 48
        83.8328 | 208
        84.7757 | 224
        85.8664 | 32
        90.0333 | 64
        93.0996 | 208
        93.7705 | 224
        94.8500 | 32
        98.7168 | 48
       101.7835 | 208
       102.6037 | 224
       103.6843 | 32
       106.6842 | 64
       109.7508 | 208
       110.3590 | 224
       111.4509 | 32
       115.1345 | 64
       118.2015 | 208
       119.4742 | 224
       120.5678 | 32
       124.5692 | 48
       127.6349 | 208
       128.3066 | 224
       129.4015 | 32
       132.2021 | 64
       135.2684 | 208
       136.3614 | 224
       137.4522 | 32
       140.5521 | 48
       143.6191 | 208
       144.6486 | 224
       145.7360 | 32
       149.4861 | 64
       152.5527 | 208
       153.5548 | 224
       154.6363 | 32
       158.5034 | 48
       161.5700 | 208
       162.7517 | 224
       163.8368 | 32
       167.7706 | 64
       170.8373 | 208
       171.6280 | 224
       172.7207 | 32
       176.7209 | 48
       179.7879 | 208
       180.5483 | 224
       181.6377 | 32
       185.7215 | 48
       188.7881 | 208
       189.6697 | 224
       190.7553 | 32
       193.6553 | 64
       196.7219 | 208
       197.6946 | 224
       198.7883 | 32
       201.6057 | 48
       204.6727 | 208
       205.1911 | 224
       206.2726 | 32
       209.7062 | 64
       212.7725 | 208
       213.9270 | 224
       215.0065 | 32
       218.9397 | 64
       222.0066 | 208
       222.4945 | 224
       223.5896 | 32
       227.0069 | 48
       230.0736 | 208
       230.7711 | 224
       231.8572 | 32
       235.3074 | 64
       238.3740 | 208
       238.9010 | 224
       239.9908 | 32
       243.5076 | 48
       246.5745 | 208
       247.4241 | 224
       248.5086 | 32
       252.3749 | 64
       255.4414 | 208
       256.3195 | 224
       257.4082 | 32
       260.7085 | 48
       263.7756 | 208
       265.4108 | 224
       266.4922 | 32
       269.6090 | 48
       272.6759 | 208
       274.4939 | 224
       275.5759 | 32
       279.5931 | 64
       282.6594 | 208
       283.8459 | 224
       284.9264 | 32
       287.9100 | 64
       290.9769 | 208
       292.7667 | 224
       293.8604 | 32
       296.9606 | 48
       300.0272 | 208
       300.5775 | 224
       301.6605 | 32
       304.4112 | 64
       307.4776 | 208
       308.0854 | 224
       309.1780 | 32
       312.7610 | 48
       315.8282 | 208
       316.9187 | 224
       318.0117 | 32
       321.2948 | 48
       324.3617 | 208
       325.8464 | 224
       326.9287 | 32
       329.6456 | 64
       332.7123 | 208
       333.8365 | 224
       334.9291 | 32
       338.2962 | 48
       341.3629 | 208
       343.5147 | 240
       344.5965 | 32
       348.5298 | 64
       351.5966 | 208
       352.9312 | 224
