Session Marker Log - Subject 006 - PRE Assessment
Date/Time: 2025-07-08 13:34:16
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        16.1287 | 32
        19.2128 | 48
        22.2789 | 208
        24.3372 | 224
        25.4298 | 32
        29.2964 | 64
        32.3633 | 208
        34.5793 | 224
        35.6632 | 32
        38.3634 | 64
        41.4306 | 208
        43.8469 | 224
        44.9307 | 32
        48.2639 | 48
        51.3307 | 208
        52.3945 | 224
        53.4808 | 32
        57.2147 | 64
        60.2814 | 208
        61.8874 | 224
        62.9814 | 32
        66.4316 | 48
        69.4988 | 208
        70.4968 | 224
        71.5824 | 32
        74.9988 | 48
        78.0657 | 208
        79.7920 | 224
        80.8826 | 32
        83.7998 | 64
        86.8658 | 208
        88.8346 | 224
        89.9163 | 32
        92.9826 | 48
        96.0497 | 208
        97.0818 | 224
        98.1670 | 32
       101.1169 | 64
       104.1839 | 208
       105.5163 | 224
       106.6002 | 32
       110.0174 | 48
       113.0840 | 208
       113.6309 | 224
       114.7175 | 32
       117.6346 | 64
       120.7013 | 208
       121.6705 | 224
       122.7512 | 32
       125.4513 | 64
       128.5181 | 208
       129.2468 | 224
       130.3351 | 32
       133.5362 | 48
       136.6019 | 208
       137.0289 | 224
       138.1184 | 32
       140.8526 | 64
       143.9190 | 208
       144.7397 | 224
       145.8187 | 32
       149.5030 | 48
       152.5694 | 208
       153.3578 | 224
       154.4528 | 32
       157.2701 | 64
       160.3363 | 208
       160.9427 | 224
       162.0366 | 32
       165.1538 | 48
       168.2200 | 208
       169.4913 | 224
       170.5704 | 32
       174.6206 | 64
       177.6877 | 208
       178.5693 | 224
       179.6545 | 32
       182.8714 | 48
       185.9378 | 208
       186.5170 | 224
       187.6048 | 32
       190.8549 | 48
       193.9214 | 208
       194.1385 | 224
       195.2215 | 32
       198.1054 | 64
       201.1716 | 208
       202.9000 | 224
       203.9885 | 32
       208.0224 | 48
       211.0890 | 208
       211.9109 | 224
       213.0060 | 32
       216.9898 | 64
       220.0561 | 208
       221.5699 | 224
       222.6563 | 32
       226.7737 | 64
       229.8403 | 208
       230.5687 | 240
       231.6568 | 32
       234.8236 | 48
       237.8903 | 208
       238.9210 | 224
       240.0075 | 32
       243.0578 | 64
       246.1240 | 208
       246.8914 | 224
       247.9742 | 32
       250.9745 | 48
       254.0413 | 208
       255.9193 | 224
       257.0080 | 32
       260.6588 | 64
       263.7252 | 208
       266.9953 | 224
       268.0754 | 32
       270.7587 | 48
       273.8257 | 208
       274.6764 | 224
       275.7595 | 32
       278.4431 | 48
       281.5937 | 208
       282.4433 | 224
       283.5263 | 32
       286.5265 | 64
       289.5934 | 208
       290.7748 | 224
       291.8603 | 32
       295.0602 | 64
       298.1269 | 208
       300.2189 | 224
       301.3105 | 32
       304.3441 | 48
       307.4107 | 208
       308.0791 | 224
       309.1610 | 32
       312.7610 | 64
       315.8283 | 208
       317.0410 | 224
       318.1277 | 32
       320.9783 | 48
       324.0449 | 208
       324.5331 | 224
       325.6284 | 32
       329.5784 | 48
       332.6452 | 208
       333.1648 | 224
       334.2455 | 32
       337.9125 | 64
       340.9792 | 208
       342.0996 | 224
       343.1795 | 32
       346.7130 | 48
       349.7796 | 208
       351.2646 | 224
       352.3462 | 32
       356.4803 | 64
       359.5470 | 208
       360.7291 | 224
