Session Marker Log - Subject 033 - POST Assessment
Date/Time: 2025-07-30 16:00:32
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        20.0790 | 2
        22.9627 | 3
        26.0295 | 13
        29.6086 | 14
        30.6962 | 2
        34.2796 | 4
        37.3469 | 13
        38.9858 | 15
        40.0801 | 2
        43.1808 | 4
        46.2473 | 13
        47.6134 | 15
        48.6974 | 2
        51.7805 | 3
        54.8477 | 13
        56.4260 | 14
        57.5140 | 2
        60.7480 | 4
        63.8143 | 13
        65.3610 | 15
        66.4480 | 2
        70.1320 | 3
        73.1981 | 13
        74.5377 | 14
        75.6321 | 2
        78.8991 | 3
        81.9654 | 13
        83.2686 | 14
        84.3494 | 2
        87.7496 | 4
        90.8161 | 13
        92.0890 | 15
        93.1827 | 2
        96.2164 | 3
        99.2832 | 13
       101.1008 | 14
       102.1833 | 2
       106.3503 | 4
       109.4172 | 13
       110.6008 | 15
       111.7009 | 2
       115.3005 | 3
       118.3676 | 13
       119.6434 | 14
       120.7346 | 2
       124.8513 | 4
       127.9177 | 13
       129.2505 | 15
       130.3350 | 2
       133.5517 | 4
       136.6182 | 13
       137.5593 | 15
       138.6519 | 2
       142.4190 | 3
       145.4852 | 13
       147.3659 | 14
       148.4522 | 2
       151.2030 | 4
       154.2696 | 13
       155.8188 | 15
       156.9028 | 2
       159.8865 | 3
       162.9532 | 13
       164.4117 | 14
       165.5037 | 2
       168.9368 | 4
       172.0038 | 13
       173.2173 | 15
       174.3034 | 2
       177.7539 | 3
       180.8205 | 13
       182.1267 | 14
       183.2206 | 2
       186.9378 | 4
       190.0045 | 13
       191.4611 | 15
       192.5547 | 2
       195.3213 | 3
       198.3879 | 13
       202.9567 | 14
       204.0386 | 2
       207.2224 | 3
       210.2888 | 13
       219.2106 | 14
       220.3059 | 2
       223.7567 | 4
       226.8232 | 13
       228.1578 | 15
       229.2399 | 2
       232.1567 | 3
       235.2237 | 13
       236.3480 | 14
       237.4402 | 2
       241.5244 | 4
       244.5903 | 13
       245.7767 | 15
       246.8576 | 2
       249.5416 | 4
       252.6075 | 13
       253.8823 | 15
       254.9742 | 2
       258.1080 | 3
       261.1745 | 13
       262.2977 | 14
       263.3918 | 2
       266.2251 | 4
       269.2917 | 13
       270.2651 | 15
       271.3585 | 2
       274.4089 | 3
       277.4755 | 13
       279.2632 | 14
       280.3427 | 2
       283.5592 | 4
       286.6259 | 13
       288.6865 | 15
       289.7767 | 2
       293.8096 | 3
       296.8764 | 13
       297.8809 | 14
       298.9604 | 2
       301.8768 | 3
       304.9438 | 13
       306.2197 | 14
       307.3109 | 2
       310.7107 | 4
       313.7774 | 13
       315.0203 | 15
       316.1108 | 2
       319.5780 | 4
       322.6450 | 13
       323.8871 | 15
       324.9780 | 2
       328.1787 | 3
       331.2452 | 13
       333.0635 | 14
       334.1456 | 2
       337.4123 | 4
       340.4792 | 13
       341.6028 | 15
       342.6957 | 2
       345.9959 | 3
       349.0632 | 13
       350.2244 | 14
       351.3128 | 2
       355.0131 | 3
       358.0802 | 13
       359.4756 | 14
       360.5636 | 2
       363.5639 | 4
       366.6320 | 13
       368.6623 | 15
       369.7472 | 2
       373.6970 | 3
       376.7639 | 13
       379.3371 | 14
       380.4315 | 2
       384.2651 | 4
       387.3316 | 13
       387.9397 | 15
