Session Marker Log - Subject 018 - PRE Assessment
Date/Time: 2025-07-11 13:35:24
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        87.3992 | 32
        91.4994 | 48
        94.5659 | 208
        96.8074 | 224
        97.9001 | 32
       101.9333 | 64
       105.0001 | 208
       107.4559 | 224
       108.5501 | 32
       111.6010 | 64
       114.6672 | 208
       116.6664 | 224
       117.7506 | 32
       120.4514 | 48
       123.5177 | 208
       125.9681 | 224
       127.0516 | 32
       130.5688 | 64
       133.6351 | 208
       135.1804 | 224
       136.2688 | 32
       139.1020 | 48
       142.1686 | 208
       143.6252 | 224
       144.7188 | 32
       148.3193 | 48
       151.3860 | 208
       152.8688 | 224
       153.9527 | 32
       157.1027 | 64
       160.1700 | 208
       161.6846 | 224
       162.7698 | 32
       166.0208 | 48
       169.0869 | 208
       170.9947 | 224
       172.0870 | 32
       174.8703 | 64
       177.9374 | 208
       179.2109 | 224
       180.3041 | 32
       184.2045 | 48
       187.2711 | 208
       188.5757 | 224
       189.6548 | 32
       193.0052 | 64
       196.0717 | 208
       197.3169 | 224
       198.4049 | 32
       201.2721 | 64
       204.3390 | 208
       205.4008 | 224
       206.4891 | 32
       209.9391 | 48
       213.0057 | 208
       214.0062 | 224
       215.0891 | 32
       218.0559 | 64
       221.1228 | 208
       222.2456 | 224
       223.3396 | 32
       227.0734 | 48
       230.1404 | 208
       231.2633 | 224
       232.3570 | 32
       235.1569 | 64
       238.2237 | 208
       239.5288 | 224
       240.6238 | 32
       244.5575 | 48
       247.6243 | 208
       248.8071 | 224
       249.8913 | 32
       253.7912 | 64
       256.8581 | 208
       258.1016 | 224
       259.1916 | 32
       262.0584 | 48
       265.1254 | 208
       266.2463 | 224
       267.3252 | 32
       270.6925 | 48
       273.7595 | 208
       275.1237 | 224
       276.2090 | 32
       279.5927 | 64
       282.6593 | 208
       284.2070 | 224
       285.2929 | 32
       289.0432 | 48
       292.1100 | 208
       293.1706 | 224
       294.2602 | 32
       297.7442 | 64
       300.8104 | 208
       301.1779 | 224
       302.2606 | 32
       305.6774 | 64
       308.7441 | 208
       309.5638 | 224
       310.6440 | 32
       314.3443 | 48
       317.4111 | 208
       318.4737 | 224
       319.5615 | 32
       323.5784 | 64
       326.6447 | 208
       327.4338 | 224
       328.5285 | 32
       332.1789 | 48
       335.2456 | 208
       336.2769 | 224
       337.3624 | 32
       340.4460 | 64
       343.5129 | 208
       344.3622 | 224
       345.4461 | 32
       349.1298 | 48
       352.1962 | 208
       353.4089 | 224
       354.4962 | 32
       358.4634 | 48
       361.5300 | 208
       362.5929 | 224
       363.6804 | 32
       367.5137 | 64
       370.5805 | 208
       371.5209 | 224
       372.6143 | 32
       376.3479 | 64
       379.4142 | 208
       380.5950 | 224
       381.6812 | 32
       385.2312 | 48
       388.2983 | 208
       389.6615 | 224
       390.7481 | 32
       394.4656 | 64
       397.5321 | 208
       399.2583 | 224
       400.3489 | 32
       404.4162 | 48
       407.4827 | 208
       408.0907 | 224
       409.1824 | 32
       411.9997 | 48
       415.0663 | 208
       415.8257 | 224
       416.9162 | 32
       419.7330 | 64
       422.8002 | 208
       423.4997 | 224
       424.5834 | 32
       427.3504 | 48
       430.4175 | 208
       431.1152 | 224
       432.2004 | 32
       435.3844 | 64
       438.4512 | 208
       439.3630 | 224
