Session Marker Log - Subject 017 - PRE Assessment
Date/Time: 2025-07-11 09:48:00
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        87.5985 | 2
        90.8820 | 3
        93.9493 | 13
        98.3891 | 14
        99.4824 | 2
       103.0160 | 4
       106.0831 | 13
       108.7447 | 14
       109.8334 | 2
       113.8334 | 4
       116.9002 | 13
       119.1728 | 14
       120.2673 | 2
       123.9671 | 3
       127.0337 | 13
       129.0320 | 14
       130.1176 | 2
       133.4852 | 4
       136.5514 | 13
       138.0054 | 14
       139.0847 | 2
       142.7682 | 3
       145.8349 | 13
       148.4735 | 14
       149.5689 | 2
       153.6854 | 3
       156.7523 | 13
       158.5673 | 14
       159.6525 | 2
       162.6863 | 4
       165.7526 | 13
       167.6591 | 14
       168.7532 | 2
       171.4698 | 3
       174.5367 | 13
       176.1749 | 14
       177.2702 | 2
       180.9535 | 4
       184.0204 | 13
       185.2630 | 14
       186.3541 | 2
       189.9878 | 3
       193.0540 | 13
       194.4528 | 14
       195.5380 | 2
       198.5049 | 4
       201.5711 | 13
       205.0163 | 14
       206.1051 | 2
       209.7381 | 4
       212.8052 | 13
       216.4667 | 14
       217.5719 | 2
       221.3893 | 3
       224.4558 | 13
       226.6110 | 14
       227.7057 | 2
       230.7898 | 4
       233.8563 | 13
       235.7957 | 14
       236.8898 | 2
       240.2067 | 3
       243.2732 | 13
       244.7273 | 14
       245.8069 | 2
       249.9742 | 4
       253.0406 | 13
       254.3750 | 14
       255.4573 | 2
       259.2244 | 3
       262.2907 | 13
       265.0464 | 14
       266.1411 | 2
       269.3757 | 4
       272.4416 | 13
       275.2866 | 14
       276.3751 | 2
       280.4922 | 3
       283.5590 | 13
       285.8624 | 14
       286.9423 | 2
       290.5258 | 3
       293.5929 | 13
       297.4361 | 14
       298.5264 | 2
       301.3766 | 4
       304.4433 | 13
       305.8986 | 14
       306.9931 | 2
       309.8767 | 3
       312.9440 | 13
       314.6995 | 14
       315.7936 | 2
       319.9278 | 4
       322.9945 | 13
       324.5123 | 14
       325.5944 | 2
       329.3783 | 4
       332.4447 | 13
       333.8415 | 14
       334.9280 | 2
       338.7285 | 3
       341.7954 | 13
       343.5844 | 14
       344.6787 | 2
       348.6290 | 4
       351.6956 | 13
       355.0276 | 14
       356.1130 | 2
       359.5465 | 3
       362.6132 | 13
       370.0478 | 14
       371.1298 | 2
       374.0970 | 4
       377.1639 | 13
       378.1978 | 14
       379.2805 | 2
       382.2812 | 3
       385.3479 | 13
       387.5276 | 14
       388.6144 | 2
       392.5814 | 3
       395.6477 | 13
       397.5898 | 14
       398.6816 | 2
       402.5651 | 4
       405.6322 | 13
       407.5981 | 14
       408.6818 | 2
       411.7656 | 4
       414.8325 | 13
       416.8599 | 14
       417.9491 | 2
       421.7995 | 3
       424.8663 | 13
       427.0414 | 14
       428.1331 | 2
       432.2333 | 4
       435.3003 | 13
       437.2102 | 14
       438.3001 | 2
       441.0513 | 3
       444.1173 | 13
       447.6898 | 14
       448.7847 | 2
       452.1178 | 3
       455.1845 | 13
       459.6028 | 14
       460.6849 | 2
       464.2852 | 4
       467.3522 | 13
       470.2569 | 14
       471.3518 | 2
       475.4523 | 3
       478.5193 | 13
       479.9123 | 14
       481.0024 | 2
       483.9868 | 4
       487.0530 | 13
       488.6573 | 14
