Session Marker Log - Subject 027 - POST Assessment
Date/Time: 2025-07-23 16:16:57
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        13.6796 | 2
        16.8632 | 3
        19.9293 | 13
        21.0573 | 14
        22.1466 | 2
        26.1965 | 4
        29.2632 | 13
        30.3849 | 14
        31.4804 | 2
        34.2139 | 4
        37.2801 | 13
        38.1931 | 14
        39.2804 | 2
        42.1972 | 3
        45.2643 | 13
        45.7230 | 14
        46.8142 | 2
        50.7811 | 4
        53.8483 | 13
        54.6690 | 14
        55.7485 | 2
        58.8315 | 3
        61.8983 | 13
        62.4763 | 14
        63.5655 | 2
        66.7653 | 3
        69.8318 | 13
        70.4126 | 14
        71.4990 | 2
        75.0662 | 4
        78.1327 | 13
        78.8344 | 14
        79.9157 | 2
        84.0328 | 3
        87.1000 | 13
        89.1302 | 14
        90.2166 | 2
        93.7333 | 4
        96.8001 | 13
        97.5594 | 14
        98.6509 | 2
       102.7005 | 3
       105.7671 | 13
       107.6131 | 14
       108.7009 | 2
       112.0511 | 4
       115.1179 | 13
       116.4281 | 14
       117.5181 | 2
       120.3351 | 4
       123.4013 | 13
       124.3420 | 14
       125.4350 | 2
       128.4191 | 3
       131.4856 | 13
       132.0942 | 14
       133.1856 | 2
       136.7026 | 4
       139.7687 | 13
       140.9187 | 14
       142.0025 | 2
       145.0864 | 3
       148.1531 | 13
       148.6733 | 14
       149.7529 | 2
       153.0198 | 4
       156.0866 | 13
       157.1829 | 14
       158.2700 | 2
       160.9534 | 3
       164.0205 | 13
       164.5440 | 14
       165.6371 | 2
       169.4213 | 4
       172.4876 | 13
       173.0053 | 14
       174.0876 | 2
       178.1378 | 3
       181.2044 | 13
       182.4198 | 15
       183.5048 | 2
       186.5048 | 3
       189.5717 | 13
       190.3033 | 14
       191.3888 | 2
       195.3723 | 4
       198.4392 | 13
       199.0210 | 15
       200.1057 | 2
       204.0898 | 3
       207.1560 | 13
       207.9463 | 14
       209.0395 | 2
       212.9901 | 4
       216.0566 | 13
       218.3260 | 14
       219.4068 | 2
       222.6900 | 4
       225.7569 | 13
       226.8488 | 14
       227.9406 | 2
       231.7572 | 3
       234.8246 | 13
       235.4042 | 14
       236.4909 | 2
       240.4915 | 4
       243.5580 | 13
       244.4074 | 14
       245.4914 | 2
       249.5079 | 3
       252.5749 | 13
       253.2138 | 14
       254.3082 | 2
       257.7585 | 4
       260.8255 | 13
       261.7346 | 14
       262.8259 | 2
       266.3094 | 3
       269.3759 | 13
       269.9248 | 14
       271.0092 | 2
       274.6432 | 3
       277.7093 | 13
       278.2581 | 14
       279.3429 | 2
       282.2435 | 4
       285.3102 | 13
       287.5184 | 14
       288.6101 | 2
       292.5607 | 4
       295.6273 | 13
       297.3590 | 14
       298.4439 | 2
       302.4274 | 3
       305.4948 | 13
       306.1033 | 14
       307.1949 | 2
       310.3944 | 4
       313.4618 | 13
       314.4933 | 14
       315.5781 | 2
       319.1958 | 3
       322.2624 | 13
       323.9002 | 15
       324.9954 | 2
       328.5959 | 3
       331.6627 | 13
       332.2736 | 14
       333.3626 | 2
       336.1796 | 4
       339.2462 | 13
       341.2803 | 15
       342.3634 | 2
       345.9308 | 3
       348.9969 | 13
       349.9385 | 14
       351.0301 | 2
       354.8977 | 4
       357.9641 | 13
       359.5726 | 14
