Session Marker Log - Subject 016 - POST Assessment
Date/Time: 2025-07-10 17:49:28
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        13.7954 | 32
        17.0122 | 48
        20.0794 | 208
        21.8682 | 224
        22.9625 | 32
        26.5633 | 64
        29.6293 | 208
        30.9613 | 224
        32.0466 | 32
        35.1298 | 64
        38.1967 | 208
        39.4415 | 224
        40.5301 | 32
        43.8136 | 48
        46.8808 | 208
        47.4586 | 224
        48.5471 | 32
        51.5975 | 64
        54.6640 | 208
        56.2146 | 224
        57.3146 | 32
        60.5479 | 48
        63.6145 | 208
        64.5866 | 224
        65.6819 | 32
        69.5322 | 48
        72.5983 | 208
        73.4795 | 224
        74.5657 | 32
        78.1989 | 64
        81.2656 | 208
        82.8121 | 224
        83.8992 | 32
        86.5829 | 48
        89.6491 | 208
        90.7107 | 224
        91.7996 | 32
        94.9669 | 64
        98.0333 | 208
       100.0597 | 224
       101.1668 | 32
       104.4668 | 48
       107.5334 | 208
       108.2644 | 224
       109.3506 | 32
       113.2175 | 64
       116.2840 | 208
       120.0050 | 224
       121.0844 | 32
       124.6848 | 64
       127.7512 | 208
       130.2943 | 224
       131.3853 | 32
       135.2351 | 48
       138.3019 | 208
       139.1830 | 224
       140.2683 | 32
       143.8855 | 64
       146.9521 | 208
       148.3148 | 224
       149.4192 | 32
       152.8698 | 48
       155.9362 | 208
       157.5720 | 224
       158.6531 | 32
       162.1198 | 64
       165.1863 | 208
       166.8816 | 240
       167.9870 | 32
       171.7705 | 48
       174.8370 | 208
       175.8085 | 224
       176.9037 | 32
       179.9875 | 64
       183.0545 | 208
       186.4483 | 224
       187.5376 | 32
       191.0550 | 48
       194.1217 | 208
       195.3946 | 224
       196.4882 | 32
       199.6052 | 48
       202.6719 | 208
       203.0998 | 224
       204.1884 | 32
       207.3890 | 64
       210.4555 | 208
       216.0481 | 240
       217.1392 | 32
       220.1894 | 48
       223.2561 | 208
       225.2227 | 224
       226.3063 | 32
       229.5400 | 64
       232.6067 | 208
       233.7568 | 224
       234.8566 | 32
       238.9901 | 64
       242.0570 | 208
       245.0819 | 224
       246.1905 | 32
       249.3577 | 48
       252.4247 | 208
       253.0949 | 224
       254.1744 | 32
       257.4751 | 64
       260.5418 | 208
       261.3949 | 240
       262.4750 | 32
       265.7919 | 48
       268.8589 | 208
       269.9512 | 224
       271.0422 | 32
       273.7759 | 64
       276.8426 | 208
       277.8717 | 224
       278.9592 | 32
       282.5927 | 48
       285.6594 | 208
       286.7550 | 224
       287.8430 | 32
       291.6430 | 48
       294.7103 | 208
       295.5615 | 224
       296.6432 | 32
       300.0437 | 64
       303.1107 | 208
       304.5958 | 240
       305.6770 | 32
       308.3775 | 64
       311.4441 | 208
       318.6347 | 240
       319.7280 | 32
       323.7283 | 48
       326.7950 | 208
       327.4034 | 224
       328.4952 | 32
       332.4122 | 64
       335.4787 | 208
       336.6819 | 224
       337.7625 | 32
       341.2124 | 48
       344.2794 | 208
       344.7086 | 224
       345.7960 | 32
       349.1467 | 48
       352.2129 | 208
       352.9124 | 224
       353.9961 | 32
       358.0632 | 64
       361.1303 | 208
       362.7976 | 224
       363.8974 | 32
       366.6809 | 48
       369.7472 | 208
       370.3872 | 224
       371.4805 | 32
       375.3640 | 64
       378.4311 | 208
       380.0078 | 224
