Session Marker Log - Subject 005 - PRE Assessment
Date/Time: 2025-05-29 20:06:58
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
         0.0000 | 0x0
        45.2102 | 0x2
        49.1660 | 0x3
        52.1687 | 0x6
        54.3989 | 0x7
        54.9045 | 0x2
        57.5223 | 0x4
        60.5233 | 0x6
        63.1502 | 0x7
        63.6538 | 0x2
        67.6103 | 0x4
        70.6118 | 0x6
        72.6106 | 0x7
        73.1143 | 0x2
        75.7435 | 0x3
        78.7462 | 0x6
        79.2022 | 0x8
        79.7054 | 0x2
        82.6277 | 0x4
        85.6300 | 0x6
        86.3854 | 0x7
        86.8890 | 0x2
        90.4267 | 0x3
        93.4284 | 0x6
        93.5724 | 0x7
        94.0762 | 0x2
        96.7230 | 0x3
        99.7251 | 0x6
       100.3639 | 0x8
       100.9178 | 0x2
       104.8957 | 0x4
       107.8978 | 0x6
       110.2283 | 0x7
       110.7321 | 0x2
       113.7196 | 0x3
       116.7217 | 0x6
       119.3434 | 0x8
       119.8472 | 0x2
       122.3871 | 0x4
       125.3888 | 0x6
       126.0556 | 0x8
       126.5598 | 0x2
       129.1306 | 0x3
       132.1327 | 0x6
       134.3035 | 0x7
       134.8069 | 0x2
       138.3407 | 0x4
       141.3412 | 0x6
       141.9947 | 0x7
       142.4992 | 0x2
       145.7861 | 0x4
       148.7888 | 0x6
       151.1204 | 0x8
       151.6242 | 0x2
       155.1814 | 0x3
       158.1835 | 0x6
       158.7510 | 0x7
       159.2543 | 0x2
       161.8358 | 0x4
       164.8380 | 0x6
       166.6368 | 0x7
       167.1404 | 0x2
       171.1020 | 0x3
       174.1039 | 0x6
       174.4563 | 0x8
       174.9602 | 0x2
       177.6211 | 0x4
       180.6240 | 0x6
       181.5503 | 0x7
       182.0534 | 0x2
       185.3344 | 0x3
       188.3364 | 0x6
       192.3256 | 0x7
       192.8286 | 0x2
       195.4895 | 0x4
       198.4905 | 0x6
       202.5587 | 0x8
       203.0619 | 0x2
       206.8850 | 0x3
       209.8881 | 0x6
       211.0148 | 0x7
       211.5188 | 0x2
       214.6541 | 0x3
       217.6556 | 0x6
       218.1653 | 0x8
       218.6697 | 0x2
       222.0879 | 0x4
       225.0896 | 0x6
       225.9540 | 0x7
       226.4573 | 0x2
       229.2682 | 0x3
       232.2706 | 0x6
       233.2906 | 0x7
       233.7948 | 0x2
       236.5358 | 0x4
       239.5375 | 0x6
       239.9902 | 0x7
       240.4933 | 0x2
       244.4007 | 0x4
       247.4020 | 0x6
       247.7562 | 0x8
       248.2594 | 0x2
       252.0678 | 0x3
       255.0694 | 0x6
       255.6342 | 0x7
       256.1380 | 0x2
       259.0740 | 0x4
       262.0743 | 0x6
       263.1813 | 0x8
       263.6839 | 0x2
       267.5855 | 0x3
       270.5878 | 0x6
       271.1755 | 0x7
       271.6784 | 0x2
       274.4643 | 0x4
       277.4661 | 0x6
       277.9066 | 0x7
       278.4108 | 0x2
       281.3243 | 0x3
       284.3264 | 0x6
       284.6349 | 0x7
       285.1375 | 0x2
       288.3418 | 0x3
       291.3438 | 0x6
       291.8231 | 0x7
       292.3269 | 0x2
       296.3150 | 0x4
       299.3165 | 0x6
       300.2129 | 0x8
       300.7160 | 0x2
       304.4625 | 0x4
       307.4637 | 0x6
       308.4554 | 0x7
       308.9590 | 0x2
       311.8709 | 0x3
       314.8729 | 0x6
       316.0328 | 0x8
       316.5369 | 0x2
       319.8339 | 0x4
       322.8362 | 0x6
       324.1542 | 0x7
       324.6587 | 0x2
       327.3314 | 0x3
       330.3329 | 0x6
       331.8254 | 0x8
       332.3307 | 0x2
       335.1839 | 0x3
       338.1853 | 0x6
       341.4561 | 0x8
       341.9598 | 0x2
       345.9422 | 0x4
       348.9431 | 0x6
       350.8099 | 0x7
       351.3154 | 0x2
       354.0851 | 0x3
       357.0881 | 0x6
       358.6589 | 0x8
       359.1633 | 0x2
       362.8928 | 0x4
       365.8947 | 0x6
       366.9908 | 0x7
       367.4907 | 0xa
