Session Marker Log - Subject 027 - PRE Assessment
Date/Time: 2025-07-23 15:46:25
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        92.1159 | 2
        95.0156 | 3
        98.0822 | 13
       108.1057 | 14
       109.1995 | 2
       111.9999 | 4
       115.0667 | 13
       117.1572 | 14
       118.2499 | 2
       122.2505 | 4
       125.3171 | 13
       126.8620 | 14
       127.9508 | 2
       131.8506 | 3
       134.9176 | 13
       137.0701 | 14
       138.1512 | 2
       142.2680 | 4
       145.3347 | 13
       146.4361 | 14
       147.5184 | 2
       150.8684 | 3
       153.9355 | 13
       154.9367 | 14
       156.0187 | 2
       159.0022 | 3
       162.0689 | 13
       163.1906 | 14
       164.2864 | 2
       166.9860 | 4
       170.0529 | 13
       171.7376 | 14
       172.8195 | 2
       176.1205 | 3
       179.1862 | 13
       180.1906 | 14
       181.2701 | 2
       184.7703 | 4
       187.8372 | 13
       189.0528 | 14
       190.1370 | 2
       192.8708 | 3
       195.9375 | 13
       198.3306 | 14
       199.4209 | 2
       202.9711 | 4
       206.0381 | 13
       207.2191 | 15
       208.3048 | 2
       211.3218 | 4
       214.3884 | 13
       216.1133 | 14
       217.2051 | 2
       221.3224 | 3
       224.3891 | 13
       225.2141 | 14
       226.3058 | 2
       229.1227 | 4
       232.1893 | 13
       233.6149 | 14
       234.7058 | 2
       238.2065 | 3
       241.2733 | 13
       242.0039 | 14
       243.0902 | 2
       246.3405 | 4
       249.4065 | 13
       250.3481 | 14
       251.4406 | 2
       255.5743 | 3
       258.6411 | 13
       259.7640 | 14
       260.8575 | 2
       264.0243 | 4
       267.0913 | 13
       267.4888 | 14
       268.5746 | 2
       272.2082 | 3
       275.2750 | 13
       276.0049 | 14
       277.0915 | 2
       279.9586 | 3
       283.0253 | 13
       285.2052 | 15
       286.2923 | 2
       289.6256 | 4
       292.6922 | 13
       293.6320 | 14
       294.7261 | 2
       297.5096 | 3
       300.5758 | 13
       301.3362 | 14
       302.4260 | 2
       306.3103 | 4
       309.3764 | 13
       310.4984 | 14
       311.5934 | 2
       315.3271 | 4
       318.3939 | 13
       319.5778 | 14
       320.6607 | 2
       324.6106 | 3
       327.6779 | 13
       328.4995 | 15
       329.5944 | 2
       333.7449 | 4
       336.8114 | 13
       338.1152 | 14
       339.1950 | 2
       342.6957 | 3
       345.7619 | 13
       346.2819 | 14
       347.3625 | 2
       350.2454 | 4
       353.3124 | 13
       354.2529 | 14
       355.3458 | 2
       359.0962 | 3
       362.1627 | 13
       362.8032 | 14
       363.8961 | 2
       366.8628 | 3
       369.9297 | 13
       371.0238 | 14
       372.1130 | 2
       375.2799 | 4
       378.3468 | 13
       379.3778 | 14
       380.4639 | 2
       383.9808 | 4
       387.0473 | 13
       387.8389 | 14
       388.9312 | 2
       392.6812 | 3
       395.7479 | 13
       396.2953 | 14
       397.3814 | 2
       400.7984 | 4
       403.8646 | 13
       405.1074 | 14
       406.1985 | 2
       409.3153 | 3
       412.3822 | 13
       412.8107 | 14
       413.8990 | 2
       416.6825 | 3
       419.7490 | 13
       420.2979 | 15
       421.3824 | 2
       425.4836 | 4
       428.5494 | 13
       429.3094 | 14
       430.3993 | 2
       433.4500 | 3
       436.5168 | 13
       437.0673 | 14
       438.1503 | 2
       441.1166 | 4
       444.1839 | 13
       445.2439 | 14
