Session Marker Log - Subject 031 - PRE Assessment
Date/Time: 2025-07-28 15:40:40
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
       159.5521 | 2
       163.3862 | 3
       166.4529 | 13
       172.3799 | 15
       173.4700 | 2
       177.1035 | 4
       180.1700 | 13
       183.8606 | 14
       184.9540 | 2
       188.9543 | 4
       192.0206 | 13
       193.8696 | 14
       194.9546 | 2
       197.7380 | 3
       200.8049 | 13
       222.8457 | 15
       223.9395 | 2
       227.2565 | 4
       230.3227 | 13
       232.1369 | 14
       233.2231 | 2
       235.9069 | 3
       238.9733 | 13
       240.8510 | 14
       241.9401 | 2
       245.4902 | 3
       248.5571 | 13
       249.6790 | 14
       250.7738 | 2
       253.9250 | 4
       256.9908 | 13
       261.7411 | 14
       262.8247 | 2
       266.5083 | 3
       269.5750 | 13
       271.6951 | 14
       272.7749 | 2
       275.9088 | 4
       278.9752 | 13
       280.5211 | 14
       281.6088 | 2
       285.5760 | 3
       288.6428 | 13
       289.6137 | 14
       290.7096 | 2
       294.2929 | 4
       297.3598 | 13
       298.4536 | 14
       299.5432 | 2
       303.6768 | 4
       306.7436 | 13
       310.3203 | 14
       311.4103 | 2
       315.5445 | 3
       318.6110 | 13
       319.7649 | 14
       320.8444 | 2
       324.7112 | 4
       327.7777 | 13
       329.1425 | 14
       330.2281 | 2
       333.7449 | 3
       336.8120 | 13
       340.2360 | 15
       341.3288 | 2
       344.1457 | 4
       347.2119 | 13
       350.3932 | 15
       351.4791 | 2
       355.5800 | 3
       358.6459 | 13
       359.4969 | 14
       360.5797 | 2
       364.2298 | 4
       367.2967 | 13
       370.3234 | 14
       371.4300 | 2
       374.4970 | 3
       377.5640 | 13
       383.2811 | 15
       384.3639 | 2
       387.6480 | 3
       390.7146 | 13
       391.5071 | 14
       392.5979 | 2
       395.7315 | 4
       398.7983 | 13
       401.7687 | 15
       402.8482 | 2
       405.8651 | 3
       408.9322 | 13
       411.2931 | 15
       412.3824 | 2
       415.1159 | 4
       418.1829 | 13
       421.0310 | 14
       422.1160 | 2
       425.5160 | 4
       428.5830 | 13
       430.4014 | 14
       431.4835 | 2
       435.2504 | 3
       438.3168 | 13
       439.4086 | 14
       440.5003 | 2
       443.3673 | 4
       446.4342 | 13
       449.5189 | 15
       450.6008 | 2
       453.8177 | 3
       456.8850 | 13
       459.1610 | 15
       460.2522 | 2
       463.5350 | 4
       466.6019 | 13
       467.5744 | 14
       468.6687 | 2
       471.5364 | 3
       474.6022 | 13
       476.1470 | 15
       477.2359 | 2
       480.3030 | 3
       483.3694 | 13
       484.1324 | 14
       485.2196 | 2
       488.9532 | 4
       492.0200 | 13
       492.6581 | 14
       493.7528 | 2
       496.8539 | 4
       499.9202 | 13
       500.6185 | 14
       501.7037 | 2
       505.7541 | 3
       508.8204 | 13
       509.6104 | 14
       510.7041 | 2
       513.6878 | 4
       516.7541 | 13
       517.9084 | 14
       518.9878 | 2
       522.2550 | 3
       525.3217 | 13
       526.8984 | 14
       527.9885 | 2
       530.9386 | 3
       534.0054 | 13
       535.6115 | 15
       536.7057 | 2
       539.4390 | 4
       542.5057 | 13
       544.0505 | 15
       545.1394 | 2
       548.3727 | 3
       551.4394 | 13
       552.8682 | 15
       553.9562 | 2
       557.8567 | 4
       560.9233 | 13
       561.5925 | 14
