Session Marker Log - Subject 023 - POST Assessment
Date/Time: 2025-07-22 12:08:38
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        17.8291 | 2
        21.9629 | 3
        25.0294 | 13
        26.3020 | 14
        27.3966 | 2
        30.4799 | 4
        33.5468 | 13
        36.3665 | 14
        37.4466 | 2
        40.4971 | 4
        43.5638 | 13
        46.2304 | 14
        47.3140 | 2
        50.1811 | 3
        53.2475 | 13
        53.8911 | 14
        54.9815 | 2
        58.9145 | 4
        61.9815 | 13
        63.4961 | 14
        64.5814 | 2
        68.0816 | 3
        71.1485 | 13
        72.7558 | 14
        73.8489 | 2
        76.6658 | 3
        79.7322 | 13
        80.3119 | 14
        81.3992 | 2
        84.9825 | 4
        88.0496 | 13
        89.8961 | 14
        90.9830 | 2
        93.8664 | 3
        96.9333 | 13
        97.3617 | 14
        98.4497 | 2
       101.6002 | 4
       104.6667 | 13
       105.3057 | 14
       106.4003 | 2
       110.3505 | 3
       113.4177 | 13
       113.9663 | 14
       115.0509 | 2
       118.7179 | 4
       121.7842 | 13
       123.6003 | 14
       124.6848 | 2
       127.8848 | 4
       130.9521 | 13
       131.4102 | 14
       132.5020 | 2
       135.4685 | 3
       138.5353 | 13
       138.9626 | 14
       140.0522 | 2
       143.1189 | 4
       146.1859 | 13
       147.5509 | 14
       148.6361 | 2
       151.5692 | 3
       154.6364 | 13
       155.0636 | 14
       156.1532 | 2
       158.9031 | 4
       161.9700 | 13
       163.0944 | 14
       164.1864 | 2
       168.2704 | 3
       171.3369 | 13
       171.9471 | 14
       173.0375 | 2
       175.9708 | 4
       179.0376 | 13
       179.9813 | 14
       181.0708 | 2
       184.5880 | 3
       187.6543 | 13
       188.0220 | 14
       189.1048 | 2
       192.4881 | 3
       195.5551 | 13
       195.9832 | 14
       197.0721 | 2
       200.4053 | 4
       203.4723 | 13
       204.7438 | 15
       205.8391 | 2
       208.5224 | 3
       211.5891 | 13
       211.9870 | 14
       213.0730 | 2
       216.8236 | 4
       219.8897 | 13
       220.7414 | 14
       221.8229 | 2
       225.8734 | 4
       228.9405 | 13
       229.7025 | 14
       230.7904 | 2
       233.8736 | 3
       236.9403 | 13
       237.7013 | 14
       238.7905 | 2
       241.6577 | 4
       244.7243 | 13
       245.6666 | 14
       246.7573 | 2
       249.7411 | 3
       252.8081 | 13
       253.2668 | 14
       254.3586 | 2
       257.8582 | 4
       260.9252 | 13
       261.3224 | 14
       262.4080 | 2
       265.4256 | 3
       268.4921 | 13
       269.1020 | 14
       270.1928 | 2
       274.1091 | 3
       277.1758 | 13
       277.9057 | 14
       278.9925 | 2
       281.7760 | 4
       284.8430 | 13
       286.7215 | 14
       287.8095 | 2
       291.0268 | 4
       294.0934 | 13
       295.3387 | 14
       296.4271 | 2
       299.9442 | 3
       303.0106 | 13
       303.4696 | 14
       304.5608 | 2
       307.9947 | 4
       311.0607 | 13
       312.1242 | 14
       313.2280 | 2
       316.3616 | 3
       319.4281 | 13
       320.2511 | 14
       321.3451 | 2
       324.5285 | 3
       327.5952 | 13
       328.1135 | 14
       329.1955 | 2
       332.6957 | 4
       335.7625 | 13
       336.4623 | 14
       337.5454 | 2
       341.6128 | 3
       344.6795 | 13
       345.4099 | 14
       346.4964 | 2
       350.6297 | 4
       353.6962 | 13
       353.8517 | 14
