Session Marker Log - Subject 032 - PRE Assessment
Date/Time: 2025-07-29 15:28:22
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        97.7330 | 32
       100.6502 | 48
       103.7169 | 208
       104.7512 | 224
       105.8336 | 32
       109.8675 | 64
       112.9340 | 208
       114.1492 | 224
       115.2344 | 32
       118.3681 | 64
       121.4347 | 208
       122.0424 | 224
       123.1346 | 32
       125.9846 | 48
       129.0515 | 208
       129.8510 | 224
       130.9345 | 32
       134.7854 | 64
       137.8518 | 208
       138.9464 | 224
       140.0351 | 32
       143.2856 | 48
       146.3526 | 208
       147.1735 | 224
       148.2692 | 32
       151.2694 | 48
       154.3364 | 208
       155.1886 | 224
       156.2694 | 32
       160.2204 | 64
       163.2867 | 208
       164.0219 | 224
       165.1034 | 32
       169.0704 | 48
       172.1373 | 208
       172.8676 | 224
       173.9540 | 32
       177.3041 | 64
       180.3710 | 208
       181.0422 | 224
       182.1377 | 32
       186.2377 | 48
       189.3048 | 208
       190.0079 | 224
       191.0882 | 32
       194.0384 | 64
       197.1054 | 208
       197.9876 | 224
       199.0720 | 32
       202.6389 | 64
       205.7054 | 208
       206.4667 | 224
       207.5558 | 32
       211.1902 | 48
       214.2559 | 208
       215.0166 | 224
       216.1063 | 32
       219.7563 | 64
       222.8234 | 208
       223.5239 | 224
       224.6063 | 32
       227.3569 | 48
       230.4233 | 208
       231.0609 | 224
       232.1404 | 32
       234.8402 | 64
       237.9070 | 208
       238.8180 | 224
       239.9070 | 32
       242.8075 | 48
       245.8744 | 208
       246.8170 | 224
       247.9081 | 32
       251.7414 | 64
       254.8080 | 208
       255.4479 | 224
       256.5418 | 32
       260.3918 | 48
       263.4585 | 208
       264.2198 | 224
       265.3085 | 32
       268.2424 | 48
       271.3091 | 208
       272.1296 | 224
       273.2091 | 32
       276.6093 | 64
       279.6756 | 208
       280.2883 | 224
       281.3763 | 32
       284.3263 | 48
       287.3933 | 208
       288.1829 | 224
       289.2766 | 32
       292.2434 | 64
       295.3104 | 208
       295.9800 | 224
       297.0603 | 32
       299.8771 | 64
       302.9443 | 208
       303.5516 | 224
       304.6444 | 32
       308.0113 | 48
       311.0776 | 208
       311.9304 | 224
       313.0113 | 32
       317.0781 | 64
       320.1448 | 208
       320.9648 | 224
       322.0450 | 32
       324.8115 | 48
       327.8785 | 208
       328.6996 | 224
       329.7788 | 32
       333.7458 | 64
       336.8121 | 208
       337.6037 | 224
       338.6965 | 32
       342.3127 | 48
       345.3792 | 208
       346.1992 | 224
       347.2797 | 32
       350.1964 | 48
       353.2636 | 208
       353.9026 | 224
       354.9970 | 32
       358.2470 | 64
       361.3135 | 208
       362.9800 | 224
       364.0638 | 32
       367.6639 | 64
       370.7307 | 208
       371.7009 | 224
       372.7807 | 32
       376.3815 | 48
       379.4479 | 208
       380.1791 | 224
       381.2645 | 32
       384.5482 | 64
       387.6152 | 208
       388.4061 | 224
       389.4983 | 32
       392.3988 | 48
       395.4654 | 208
       396.1653 | 224
       397.2484 | 32
       401.4155 | 48
       404.4824 | 208
       405.2123 | 224
       406.2992 | 32
       409.3661 | 64
       412.4327 | 208
       413.4062 | 224
       414.4997 | 32
       418.4497 | 48
       421.5167 | 208
       422.2768 | 224
       423.3671 | 32
       426.1006 | 64
       429.1667 | 208
       430.1114 | 224
