Session Marker Log - Subject 028 - POST Assessment
Date/Time: 2025-07-24 12:08:19
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        11.4619 | 32
        15.5789 | 48
        18.6455 | 208
        19.4955 | 224
        20.5789 | 32
        23.4623 | 64
        26.5291 | 208
        27.7408 | 224
        28.8293 | 32
        32.8962 | 64
        35.9635 | 208
        36.5637 | 224
        37.6462 | 32
        41.0633 | 48
        44.1301 | 208
        44.8903 | 224
        45.9803 | 32
        50.0473 | 64
        53.1139 | 208
        54.1751 | 224
        55.2638 | 32
        58.8142 | 48
        61.8812 | 208
        62.6436 | 224
        63.7309 | 32
        66.7654 | 48
        69.8316 | 208
        70.4722 | 224
        71.5647 | 32
        74.8653 | 64
        77.9318 | 208
        78.8124 | 224
        79.8984 | 32
        83.2487 | 48
        86.3154 | 208
        86.9839 | 224
        88.0655 | 32
        91.0658 | 64
        94.1325 | 208
        95.9221 | 224
        97.0165 | 32
       100.6831 | 48
       103.7500 | 208
       104.7521 | 224
       105.8332 | 32
       109.8670 | 64
       112.9337 | 208
       115.0840 | 224
       116.1670 | 32
       120.0506 | 64
       123.1173 | 208
       124.0890 | 224
       125.1844 | 32
       128.9177 | 48
       131.9846 | 208
       132.8653 | 224
       133.9513 | 32
       137.6352 | 64
       140.7016 | 208
       142.2772 | 224
       143.3855 | 32
       146.8859 | 48
       149.9521 | 208
       150.5319 | 224
       151.6191 | 32
       154.5861 | 64
       157.6526 | 208
       163.0094 | 224
       164.1031 | 32
       166.8866 | 48
       169.9531 | 208
       170.5621 | 224
       171.6535 | 32
       174.4373 | 64
       177.5039 | 208
       179.2323 | 224
       180.3206 | 32
       183.9875 | 48
       187.0543 | 208
       187.6932 | 224
       188.7879 | 32
       191.9717 | 48
       195.0383 | 208
       196.4939 | 224
       197.5881 | 32
       201.4216 | 64
       204.4883 | 208
       205.5213 | 224
       206.6052 | 32
       210.4055 | 48
       213.4719 | 208
       214.2023 | 224
       215.2894 | 32
       218.3394 | 64
       221.4061 | 208
       222.5290 | 224
       223.6224 | 32
       226.3395 | 64
       229.4064 | 208
       230.2857 | 224
       231.3730 | 32
       234.9401 | 48
       238.0074 | 208
       238.6165 | 224
       239.7070 | 32
       243.5904 | 64
       246.6573 | 208
       247.6006 | 224
       248.6908 | 32
       252.4912 | 48
       255.5577 | 208
       256.1974 | 224
       257.2911 | 32
       260.7759 | 64
       263.8414 | 208
       264.5109 | 224
       265.5915 | 32
       269.5419 | 48
       272.6090 | 208
       273.3720 | 224
       274.4584 | 32
       277.5257 | 48
       280.5923 | 208
       281.3142 | 224
       282.4092 | 32
       285.2425 | 64
       288.3098 | 208
       291.5789 | 224
       292.6597 | 32
       295.4097 | 64
       298.4769 | 208
       298.8754 | 240
       299.9602 | 32
       303.8603 | 48
       306.9270 | 208
       307.4149 | 224
       308.5105 | 32
       311.3938 | 64
       314.4607 | 208
       316.4010 | 224
       317.4941 | 32
       321.2800 | 48
       324.3447 | 208
       324.9523 | 224
       326.0447 | 32
       329.3118 | 48
       332.3784 | 208
       333.1093 | 224
       334.1950 | 32
       337.3792 | 64
       340.4452 | 208
       341.1759 | 224
       342.2624 | 32
       345.8292 | 48
       348.8960 | 208
       349.5646 | 224
       350.6459 | 32
       354.3305 | 64
       357.3960 | 208
       358.7322 | 224
