Session Marker Log - Subject 024 - PRE Assessment
Date/Time: 2025-07-22 13:28:05
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        92.9320 | 32
        96.2659 | 48
        99.3324 | 208
       101.5452 | 224
       102.6331 | 32
       106.6829 | 64
       109.7497 | 208
       114.1336 | 240
       115.2169 | 32
       118.2004 | 64
       121.2668 | 208
       123.0840 | 224
       124.1680 | 32
       127.8354 | 48
       130.9008 | 208
       132.7232 | 224
       133.8179 | 32
       137.4016 | 64
       140.4679 | 208
       142.4078 | 224
       143.5020 | 32
       147.3020 | 48
       150.3692 | 208
       151.9179 | 224
       153.0025 | 32
       156.2689 | 48
       159.3362 | 208
       160.8562 | 224
       161.9359 | 32
       165.5695 | 64
       168.6368 | 208
       169.9098 | 224
       171.0029 | 32
       175.0533 | 48
       178.1204 | 208
       179.1835 | 224
       180.2707 | 32
       183.9372 | 64
       187.0040 | 208
       188.3087 | 224
       189.4042 | 32
       192.9213 | 48
       195.9880 | 208
       196.9297 | 224
       198.0216 | 32
       201.6716 | 64
       204.7385 | 208
       207.8296 | 224
       208.9218 | 32
       212.5561 | 64
       215.6222 | 208
       216.6834 | 224
       217.7720 | 32
       221.4221 | 48
       224.4891 | 208
       225.7061 | 224
       226.7896 | 32
       230.6066 | 64
       233.6734 | 208
       237.1520 | 224
       238.2400 | 32
       242.3572 | 48
       245.4236 | 208
       246.9110 | 224
       247.9905 | 32
       251.7248 | 64
       254.7906 | 208
       255.8549 | 224
       256.9410 | 32
       259.6576 | 48
       262.7243 | 208
       264.1808 | 224
       265.2751 | 32
       268.8086 | 64
       271.8752 | 208
       272.8158 | 224
       273.9256 | 32
       278.0587 | 48
       281.1255 | 208
       283.0655 | 224
       284.1593 | 32
       287.9599 | 48
       291.0262 | 208
       292.1486 | 224
       293.2433 | 32
       297.3763 | 64
       300.4434 | 208
       301.3576 | 224
       302.4434 | 32
       305.3766 | 48
       308.4441 | 208
       310.0795 | 224
       311.1610 | 32
       314.8271 | 64
       317.8943 | 208
       318.8679 | 224
       319.9609 | 32
       323.5123 | 64
       326.5775 | 208
       327.4619 | 224
       328.5450 | 32
       332.1280 | 48
       335.1954 | 208
       336.0465 | 224
       337.1283 | 32
       339.8122 | 64
       342.8786 | 208
       343.9414 | 224
       345.0288 | 32
       348.6793 | 48
       351.7458 | 208
       352.7468 | 224
       353.8291 | 32
       357.7634 | 64
       360.8300 | 208
       361.7156 | 224
       362.7963 | 32
       366.2633 | 48
       369.3299 | 208
       370.5147 | 224
       371.5966 | 32
       375.2307 | 48
       378.2969 | 208
       379.5391 | 224
       380.6309 | 32
       384.7309 | 64
       387.7978 | 208
       388.7682 | 224
       389.8479 | 32
       392.7149 | 64
       395.7812 | 208
       396.6622 | 224
       397.7488 | 32
       401.1819 | 48
       404.2485 | 208
       405.3421 | 224
       406.4320 | 32
       409.5993 | 64
       412.6656 | 208
       414.1809 | 224
       415.2661 | 32
       418.9996 | 48
       422.0663 | 208
       423.3407 | 224
       424.4330 | 32
       428.3496 | 48
       431.4167 | 208
       432.2388 | 224
       433.3335 | 32
       437.2167 | 64
       440.2837 | 208
       444.1589 | 224
       445.2506 | 32
       448.7177 | 48
       451.7844 | 208
       452.9365 | 224
       454.0179 | 32
       457.3517 | 64
       460.4183 | 208
       461.6915 | 224
