Session Marker Log - Subject 035 - POST Assessment
Date/Time: 2025-08-05 16:39:45
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        54.6803 | 2
        58.8474 | 3
        61.9141 | 13
        63.4617 | 14
        64.5483 | 2
        68.3148 | 4
        71.3810 | 13
        73.1373 | 14
        74.2313 | 2
        78.0486 | 4
        81.1151 | 13
        82.7444 | 14
        83.8322 | 2
        86.6158 | 3
        89.6824 | 13
        90.5014 | 14
        91.5822 | 2
        94.6988 | 4
        97.7663 | 13
        99.0615 | 14
       100.1500 | 2
       103.9328 | 3
       106.9998 | 13
       110.8435 | 14
       111.9336 | 2
       115.8171 | 3
       118.8833 | 13
       122.1230 | 14
       123.2174 | 2
       126.0345 | 4
       129.1006 | 13
       130.5245 | 14
       131.6176 | 2
       134.4683 | 3
       137.5346 | 13
       139.4719 | 14
       140.5515 | 2
       144.3189 | 4
       147.3854 | 13
       150.5636 | 14
       151.6523 | 2
       154.6357 | 3
       157.7021 | 13
       159.7604 | 14
       160.8526 | 2
       164.1030 | 4
       167.1698 | 13
       171.8946 | 14
       172.9863 | 2
       176.5536 | 4
       179.6202 | 13
       182.6491 | 14
       183.7374 | 2
       187.7375 | 3
       190.8041 | 13
       191.6255 | 14
       192.7208 | 2
       196.4379 | 4
       199.5046 | 13
       201.0773 | 14
       202.1714 | 2
       206.2219 | 3
       209.2883 | 13
       210.7422 | 14
       211.8220 | 2
       215.0888 | 4
       218.1563 | 13
       219.9728 | 14
       221.0556 | 2
       224.2897 | 3
       227.3563 | 13
       228.3260 | 14
       229.4063 | 2
       232.1062 | 4
       235.1733 | 13
       236.3844 | 14
       237.4731 | 2
       240.8071 | 3
       243.8741 | 13
       370.0946 | 14
       371.1802 | 2
       374.5470 | 3
       377.6137 | 13
       378.5544 | 14
       379.6473 | 2
       382.7478 | 4
       385.8145 | 13
       388.4189 | 14
       389.5143 | 2
       393.2814 | 3
       396.3485 | 13
       487.7738 | 14
       488.8526 | 2
       491.9033 | 4
       494.9698 | 13
       496.3339 | 14
       497.4371 | 2
       501.2040 | 4
       504.2704 | 13
       505.7242 | 14
       506.8037 | 2
       510.3379 | 3
       513.4045 | 13
       515.6742 | 14
       516.7549 | 2
       519.9548 | 4
       523.0216 | 13
       532.6319 | 14
       533.7220 | 2
       537.5389 | 3
       540.6056 | 13
       553.2737 | 14
       554.3563 | 2
       558.1070 | 4
       561.1731 | 13
       564.8948 | 14
       565.9904 | 2
       568.7903 | 3
       571.8577 | 13
       575.3693 | 14
       576.4580 | 2
       579.4743 | 3
       582.5411 | 13
       585.1742 | 14
       586.2584 | 2
       589.5252 | 4
       592.5919 | 13
       593.1110 | 15
       594.1920 | 2
       597.8084 | 4
       600.8757 | 13
       602.2704 | 14
       603.3589 | 2
       607.3424 | 3
       610.4094 | 13
       611.8985 | 14
       612.9928 | 2
       615.8768 | 4
       618.9434 | 13
       622.6370 | 15
       623.7268 | 2
       627.2098 | 3
       630.2771 | 13
       632.7046 | 14
       633.7936 | 2
       637.8440 | 3
       640.9105 | 13
       642.8188 | 14
       643.9109 | 2
       646.6947 | 4
       649.7614 | 13
       651.8508 | 14
       652.9446 | 2
       656.2454 | 3
       659.3120 | 13
       661.7683 | 14
       662.8618 | 2
       665.8287 | 4
       668.8959 | 13
       669.7758 | 14
