Session Marker Log - Subject 036 - POST Assessment
Date/Time: 2025-08-11 19:58:07
======================================================================

Relative Time (s) | Marker
--------------------------------------------------
        24.0956 | 32
        27.1798 | 48
        30.2461 | 208
        30.6144 | 224
        31.6961 | 32
        35.1794 | 64
        38.2460 | 208
        38.5830 | 240
        39.6638 | 32
        43.6972 | 64
        46.7640 | 208
        47.1031 | 240
        48.1973 | 32
        51.9141 | 48
        54.9810 | 208
        55.3504 | 224
        56.4308 | 32
        59.9477 | 64
        63.0141 | 208
        63.3534 | 224
        64.4476 | 32
        67.4815 | 48
        70.5483 | 208
        70.9457 | 224
        72.0319 | 32
        75.4323 | 48
        78.4984 | 208
        78.7761 | 224
        79.8653 | 32
        83.0824 | 64
        86.1492 | 208
        86.4253 | 224
        87.5156 | 32
        90.9329 | 48
        93.9992 | 208
        94.4864 | 224
        95.5656 | 32
        99.4329 | 64
       102.4997 | 208
       103.7745 | 224
       104.8665 | 32
       108.4001 | 48
       111.4670 | 208
       111.7481 | 224
       112.8335 | 32
       115.6008 | 64
       118.6675 | 208
       119.0342 | 224
       120.1173 | 32
       124.0512 | 64
       127.1180 | 208
       127.7269 | 224
       128.8182 | 32
       131.8019 | 48
       134.8680 | 208
       135.2055 | 224
       136.3021 | 32
       139.0348 | 64
       142.1019 | 208
       142.8331 | 224
       143.9188 | 32
       147.5357 | 48
       150.6026 | 208
       150.8490 | 224
       151.9356 | 32
       155.0025 | 64
       158.0695 | 208
       158.4361 | 224
       159.5196 | 32
       162.3860 | 48
       165.4534 | 208
       165.9422 | 224
       167.0365 | 32
       169.7365 | 64
       172.8037 | 208
       173.0808 | 224
       174.1702 | 32
       178.1209 | 48
       181.1872 | 208
       181.4337 | 224
       182.5202 | 32
       185.5208 | 48
       188.5873 | 208
       190.0436 | 224
       191.1381 | 32
       195.1379 | 64
       198.2048 | 208
       198.4827 | 224
       199.5714 | 32
       203.1217 | 48
       206.1883 | 208
       206.6762 | 224
       207.7722 | 32
       211.6222 | 64
       214.6891 | 208
       215.2982 | 224
       216.3893 | 32
       220.2225 | 64
       223.2895 | 208
       223.5659 | 240
       224.6562 | 32
       227.8564 | 48
       230.9233 | 208
       231.6535 | 224
       232.7398 | 32
       236.4237 | 64
       239.4901 | 208
       240.3409 | 224
       241.4235 | 32
       245.4406 | 48
       248.5073 | 208
       248.7533 | 224
       249.8412 | 32
       252.9414 | 64
       256.0080 | 208
       256.7074 | 224
       257.7910 | 32
       261.0247 | 48
       264.0915 | 208
       264.5792 | 224
       265.6586 | 32
       268.8753 | 48
       271.9419 | 208
       272.3112 | 224
       273.3923 | 32
       276.8422 | 64
       279.9087 | 208
       280.2461 | 240
       281.3257 | 32
       284.4758 | 64
       287.5426 | 208
       287.7905 | 240
       288.8762 | 32
       292.4596 | 48
       295.5265 | 208
       295.9237 | 224
       297.0103 | 32
       300.7101 | 64
       303.7769 | 208
       304.4162 | 224
       305.5106 | 32
       308.3106 | 48
       311.3774 | 208
       311.7756 | 224
       312.8606 | 32
       316.2276 | 48
       319.2947 | 208
       319.7547 | 224
       320.8447 | 32
       324.2949 | 64
       327.3618 | 208
       328.2142 | 240
       329.2948 | 32
       332.3617 | 48
       335.4285 | 208
       335.7356 | 224
       336.8290 | 32
       340.2956 | 64
       343.3621 | 208
       344.7597 | 224
